"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"DBRG PRJ","DBRG-J","DBRG","","","8.000000","07/10/2025","9/22/2022","NONE","0.450000","7.13%","24.720000","21.000000","176.33","Assetmanagement","","24.000000","","","","","","20.720000","-0.280000","-4.000000","22.740000","23.650000","-8.880000","-12.380000","20.300000","25.660000","17.640000","25.660000","20.390000","10.330000","6.410000","17.330000","11.980000","9.590000","6.410000","34.780000","1.821489","8.000000","","","0.611544","-0.702990","0.611544","-0.403924","-0.137730","0.077164","","","","2129.519766","","204.469412","58.980086","61.181869","","","","37.432135","","71.886913","56.527754","77.053025","",""
"DCOMG","DCOMG","DCOM","NFF","","10.000000","06/30/2025","7/15/2029","7/15/2034","0.560000","9.00%","","","43.64","Regionalbank","","14.000000","","","","","","26.900000","","","","","","","24.250000","27.640000","24.250000","27.640000","26.430000","26.220000","17.490000","37.600000","33.960000","28.340000","15.570000","38.350000","1.144241","10.000000","","","0.684008","-0.316297","0.499142","-0.302660","-0.227915","-0.074806","","","","4942.741853","","244.514548","62.745666","49.023060","","","","85.561148","","85.770046","60.072920","61.938838","",""
"DDT","DDT","DDS","","TP","10.500000","07/11/2025","8/12/2003","8/1/2038","0.470000","7.50%","27.000000","25.400000","15.68","Departmentstores","","25.000000","","","","","","26.090000","0.690000","-0.910000","25.940000","25.880000","0.590000","0.800000","24.390000","26.550000","24.390000","26.590000","25.750000","399.870000","282.240000","510.000000","436.850000","360.580000","22.380000","510.000000","6.269962","10.500000","64.990000","41.920000","16.867292","-0.215941","0.416773","-0.215941","-0.084651","0.108963","5.152793","8.538884","","5672.840366","","278.807498","64.149579","63.726098","2074.417594","1529.388730","","98.051780","","97.658971","61.394656","80.215666","100.000000","97.095482"
"DRH PRA","DRH-A","DRH","","","8.000000","06/20/2025","8/31/2025","NONE","0.520000","8.25%","27.000000","24.870000","205.53","Reit","","4.000000","","","","","","25.230000","0.360000","-1.770000","25.060000","25.380000","0.670000","-0.580000","23.510000","26.260000","23.510000","27.540000","24.730000","7.480000","6.180000","10.000000","9.700000","8.040000","4.430000","11.490000","1.537364","8.000000","10.190000","3.900000","0.688488","-0.348999","0.210356","-0.252000","-0.228866","-0.069652","-0.265947","0.917949","","4704.833163","","264.547970","62.629915","49.435437","281.836235","287.535303","","81.490971","","92.715376","59.963944","62.451449","14.450420","19.066593"
"DSX PRB","DSX-B","DSX","","","8.000000","07/10/2025","3/14/2019","NONE","0.560000","8.88%","25.800000","25.160000","115.77","Marineshipping","","24.000000","","","","","","26.510000","1.350000","0.710000","26.150000","26.260000","1.380000","0.970000","23.880000","27.750000","23.880000","27.750000","26.100000","1.680000","1.270000","2.970000","1.840000","1.810000","1.119900","6.429000","0.194494","8.000000","2.300000","1.119900","0.500134","-0.738684","0.322835","-0.434343","-0.086957","-0.071823","-0.269565","0.500134","","1869.844067","","192.439925","63.925081","49.261702","280.293006","219.451174","","32.989565","","67.716445","61.183299","62.235486","14.376770","14.788690"
"DX PRC","DX-C","DX","NFF","","8.000000","06/27/2025","4/25/2025","NONE","0.430000","6.90%","","","107.00","Reit","","11.000000","","","","","","25.630000","","","25.430000","25.210000","0.780000","1.680000","24.560000","25.740000","21.480000","25.740000","25.250000","12.390000","10.790000","14.520000","12.570000","14.340000","9.570000","20.510000","1.325730","8.000000","19.150000","11.840000","0.294671","-0.395904","0.148285","-0.146694","-0.014320","-0.135983","-0.353003","0.046453","","4363.593319","5.834903","269.448375","70.999471","44.128375","244.705521","145.522501","","75.652990","99.979135","94.414283","67.843597","55.854428","12.678385","10.143558"
"ECC PRD","ECC-D","ECC","","","8.000000","05/12/2025","11/29/2026","NONE","0.140000","6.75%","23.190000","19.600000","120.18","Cef","","55.000000","","","","","","19.020000","-0.580000","-4.170000","19.350000","19.570000","-1.730000","-2.790000","18.080000","20.420000","18.080000","21.450000","18.970000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"ECCC","ECCC","ECC","","","8.000000","05/12/2025","6/16/2024","6/30/2031","0.140000","6.50%","24.150000","20.520000","120.18","Cef","","55.000000","","","","","","22.960000","2.440000","-1.190000","22.760000","22.880000","0.870000","0.360000","21.870000","24.890000","20.240000","24.890000","22.910000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"ECCF","ECCF","ECC","","Term","8.000000","05/12/2025","1/18/2026","1/31/2029","0.170000","8.00%","","","120.18","Cef","","55.000000","","","","","","24.920000","","","24.880000","24.920000","0.140000","-0.010000","24.030000","25.500000","24.030000","25.550000","24.850000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"ECCU","ECCU","ECC","","","8.000000","05/12/2025","6/30/2027","4/30/2030","0.150000","7.75%","","","120.18","Cef","","55.000000","","","","","","24.760000","","","","","","","23.890000","25.450000","23.890000","25.450000","24.700000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"ECCV","ECCV","ECC","","BB","8.000000","06/13/2025","1/31/2025","1/31/2029","0.340000","5.38%","22.840000","21.110000","120.18","Cef","","87.000000","","","","","","23.270000","2.160000","0.430000","22.950000","22.880000","1.380000","1.700000","21.940000","23.530000","21.030000","23.530000","23.260000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"ECCW","ECCW","ECC","","BB","8.000000","06/13/2025","3/29/2024","3/31/2031","0.420000","6.75%","24.500000","21.900000","120.18","Cef","","87.000000","","","","","","23.660000","1.760000","-0.840000","23.560000","24.130000","0.410000","-1.960000","22.280000","24.900000","21.440000","25.210000","23.650000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"ECCX","ECCX","ECC","","BB","8.000000","06/12/2025","4/30/2021","4/30/2028","0.420000","6.69%","24.910000","23.240000","120.18","Cef","","86.000000","","","","","","24.790000","1.550000","-0.120000","24.800000","24.730000","-0.060000","0.240000","23.850000","26.950000","22.700000","26.950000","24.770000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","5.836133","3484.570330","5.836133","256.525509","57.928568","49.641137","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074"
"EFC PRA","EFC-A","EFC","FF","","8.000000","06/27/2025","10/30/2024","NONE","0.610000","6.75%","","","94.36","Reit","","11.000000","","","","","","25.070000","","","24.960000","24.960000","0.460000","0.420000","21.500000","25.540000","20.770000","25.540000","24.530000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","","4756.940157","","284.247860","77.311430","51.793530","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706"
"EFC PRB","EFC-B","EFC","NFF","","8.000000","06/27/2025","1/30/2027","NONE","0.390000","6.25%","","","94.36","Reit","","11.000000","","","","","","22.680000","","","22.780000","22.390000","-0.460000","1.300000","20.290000","23.750000","18.350000","23.750000","22.340000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","","4756.940157","","284.247860","77.311430","51.793530","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706"
"EFC PRC","EFC-C","EFC","NFF","","8.000000","06/27/2025","4/30/2028","","0.540000","8.63%","","","94.36","Reit","","11.000000","","","","","","24.680000","","","24.860000","25.000000","-0.730000","-1.270000","22.680000","26.250000","21.310000","26.250000","24.210000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","","4756.940157","","284.247860","77.311430","51.793530","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706"
"EFC PRD","EFC-D","EFC","","","8.000000","06/18/2025","5/12/2022","NONE","0.440000","7.00%","","","94.36","Reit","","2.000000","","","","","","22.990000","","","23.220000","23.010000","-1.010000","-0.080000","21.410000","27.000000","20.240000","27.000000","22.560000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","","4756.940157","","284.247860","77.311430","51.793530","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706"
"EICA","EICA","EIC","","Term","8.000000","05/12/2025","10/31/2023","10/30/2026","0.100000","5.00%","23.250000","22.680000","21.14","Cef","","55.000000","","","","","","24.210000","1.530000","0.960000","24.200000","23.850000","0.030000","1.510000","23.510000","24.600000","22.290000","24.600000","24.170000","13.020000","12.630000","16.710000","15.220000","15.180000","12.380000","19.530000","0.275243","8.000000","19.280000","9.080000","0.051696","-0.333333","0.030879","-0.220826","-0.144547","-0.142292","-0.324689","0.433921","2.189745","4818.803079","1.404120","276.875843","58.316141","43.623585","256.781850","208.661535","38.145271","83.440785","24.818499","96.989291","55.902671","55.226942","13.254718","14.110748"
"EICB","EICB","EIC","","Term","8.000000","05/12/2025","7/31/2025","7/31/2028","0.160000","7.75%","","24.420000","21.14","Cef","","55.000000","","","","","","24.890000","0.470000","","24.890000","24.910000","-0.010000","-0.090000","23.630000","25.240000","23.630000","25.500000","24.830000","13.020000","12.630000","16.710000","15.220000","15.180000","12.380000","19.530000","0.275243","8.000000","19.280000","9.080000","0.051696","-0.333333","0.030879","-0.220826","-0.144547","-0.142292","-0.324689","0.433921","2.189745","4818.803079","1.404120","276.875843","58.316141","43.623585","256.781850","208.661535","38.145271","83.440785","24.818499","96.989291","55.902671","55.226942","13.254718","14.110748"
"EICC","EICC","EIC","","Term","8.000000","05/12/2025","4/3/2026","4/30/2029","0.170000","8.00%","","","21.14","Cef","","55.000000","","","","","","24.970000","","","25.020000","25.020000","-0.180000","-0.210000","23.750000","25.250000","23.750000","25.450000","24.900000","13.020000","12.630000","16.710000","15.220000","15.180000","12.380000","19.530000","0.275243","8.000000","19.280000","9.080000","0.051696","-0.333333","0.030879","-0.220826","-0.144547","-0.142292","-0.324689","0.433921","2.189745","4818.803079","1.404120","276.875843","58.316141","43.623585","256.781850","208.661535","38.145271","83.440785","24.818499","96.989291","55.902671","55.226942","13.254718","14.110748"
"EIIA","EIIA","-","","","8.000000","05/12/2025","10/31/2026","10/31/2029","0.170000","8.13%","","","-","-","","55.000000","","","","","","24.960000","","","","","","","24.370000","25.370000","24.370000","25.370000","24.890000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESGRO","ESGRO","-","","","9.000000","05/15/2025","3/1/2024","NONE","0.440000","7.00%","25.620000","22.500000","-","-","","58.000000","","","","","","19.950000","-2.550000","-5.670000","20.280000","21.130000","-1.620000","-5.600000","18.900000","21.300000","18.590000","25.470000","19.790000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESGRP","ESGRP","-","","","9.000000","05/15/2025","9/1/2028","NONE","0.440000","7.00%","25.180000","22.440000","-","-","","58.000000","","","","","","20.450000","-1.990000","-4.730000","20.780000","21.350000","-1.600000","-4.230000","18.520000","21.940000","18.520000","26.120000","20.290000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ET PRI","ET-I","ETR","","","8.000000","08/01/2025","Never","Never","0.210000","9.25%","","","430.81","Utilities","","46.000000","","","","","","11.370000","","","11.560000","11.600000","-1.620000","-2.010000","10.500000","12.190000","9.280000","12.190000","11.270000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.757230","8.000000","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","","26.486017","","26.602806","83.013273","52.714171","401.196279","313.211817","","1.453127","","10.222850","79.154185","66.527128","20.146787","20.679915"
"F PRD","F-D","F","","BB","9.000000","04/30/2025","8/15/2027","8/15/2062","0.400000","6.50%","","20.790000","3980.84","Automanufacturers","","43.000000","","","","","","22.350000","1.560000","","22.550000","24.290000","-0.890000","-8.000000","20.850000","26.060000","20.100000","26.190000","22.140000","10.470000","8.440000","14.850000","9.970000","9.920000","5.740000","25.870000","41.679395","9.000000","8.060000","4.330000","0.824042","-0.595284","0.240521","-0.294949","0.050150","0.055444","0.299007","1.418014","","2913.090301","","247.563513","77.278497","59.444079","418.239225","369.022367","","50.837573","","86.827083","73.755087","74.892839","20.960149","24.186638"
"FCRX","FCRX","CCAP","","BB","8.000000","05/30/2025","5/25/2023","5/25/2026","0.310000","5.00%","","23.250000","37.06","Assetmanagement","","73.000000","","","","","","24.580000","1.330000","","24.730000","24.490000","-0.630000","0.380000","24.220000","25.000000","22.500000","25.000000","24.520000","14.800000","13.540000","20.190000","19.560000","17.460000","11.620000","21.490000","0.548488","8.000000","16.900000","7.380000","0.273666","-0.311308","0.093058","-0.266964","-0.243354","-0.152348","-0.124260","1.005420","","4979.042152","3.750671","258.630490","60.866131","42.819045","273.814424","301.789011","","86.182179","64.623711","90.663862","58.303401","54.226846","14.067585","19.962191"
"FGN","FGN","FG","","BB","11.000000","05/30/2025","12/15/2028","12/15/2053","0.500000","7.95%","","","134.94","Insurance","","73.000000","","","","","","26.110000","","","25.810000","26.280000","1.170000","-0.630000","24.210000","27.650000","24.210000","27.650000","26.020000","31.260000","30.100000","50.750000","43.550000","42.670000","9.030000","50.750000","4.218224","11.000000","","","2.461794","-0.384039","0.038538","-0.384039","-0.282204","-0.267401","","","","4449.912342","1.693175","212.332744","56.136358","42.017359","","","","77.129749","29.721812","74.613029","53.850480","53.230298","",""
"FGSN","FGSN","FG","","","8.500000","07/01/2025","1/15/2030","1/15/2065","0.460000","7.30%","","","134.94","Insurance","","15.000000","","","","","","23.690000","","","","","","","20.510000","25.020000","20.510000","25.020000","23.310000","31.260000","30.100000","50.750000","43.550000","42.670000","9.030000","50.750000","4.218224","11.000000","","","2.461794","-0.384039","0.038538","-0.384039","-0.282204","-0.267401","","","","4449.912342","1.693175","212.332744","56.136358","42.017359","","","","77.129749","29.721812","74.613029","53.850480","53.230298","",""
"FHN PRB","FHN-B","FHN","FF","","8.500000","07/17/2025","8/1/2025","NONE","0.420000","6.63%","","","506.74","Regionalbank","","31.000000","","","","","","25.620000","","","25.160000","25.090000","1.820000","2.130000","24.420000","25.700000","20.580000","25.770000","25.340000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.704071","8.500000","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","","5559.350910","","269.476571","68.488608","56.281482","372.460077","379.216063","","96.110186","","94.424059","65.479704","70.961527","18.775374","24.827134"
"FHN PRC","FHN-C","FHN","NFF","","8.500000","07/17/2025","5/1/2026","NONE","0.410000","6.60%","","","506.74","Regionalbank","","31.000000","","","","","","24.990000","","","25.080000","25.030000","-0.360000","-0.170000","23.950000","25.750000","19.110000","25.770000","24.720000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.704071","8.500000","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","","5559.350910","","269.476571","68.488608","56.281482","372.460077","379.216063","","96.110186","","94.424059","65.479704","70.961527","18.775374","24.827134"
"FHN PRE","FHN-E","FHN","","","8.500000","06/25/2025","10/10/2025","NONE","0.410000","6.50%","","","506.74","Regionalbank","","9.000000","","","","","","23.200000","","","23.960000","24.160000","-3.170000","-3.990000","22.770000","25.710000","18.190000","25.710000","22.830000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.704071","8.500000","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","","5559.350910","","269.476571","68.488608","56.281482","372.460077","379.216063","","96.110186","","94.424059","65.479704","70.961527","18.775374","24.827134"
"FITBI","FITBI","FITB","","","10.500000","06/26/2025","12/31/2023","NONE","0.520000","6.63%","","","667.97","Regionalbank","","10.000000","","","","","","25.640000","","","25.600000","25.690000","0.150000","-0.210000","24.750000","26.250000","24.110000","26.250000","25.180000","37.980000","32.250000","49.070000","45.050000","38.990000","17.280000","50.640000","25.369501","10.500000","29.400000","12.910000","1.197917","-0.250000","0.177674","-0.226004","-0.156937","-0.025904","0.291837","1.941905","","5425.059713","","274.828267","57.109419","52.935606","415.792480","454.392028","","93.812712","","96.279422","54.766583","66.802387","20.843379","29.550636"
"FLG PRA","FLG-A","FLG","NFF","","8.500000","06/06/2025","6/17/2027","NONE","0.400000","6.38%","","","415.83","Regionalbank","","80.000000","","","","","","20.840000","","","22.430000","21.060000","-7.070000","-1.040000","20.250000","24.150000","8.500000","24.150000","20.800000","11.080000","8.560000","13.350000","10.000000","11.990000","5.100000","42.990000","4.607396","8.500000","","","1.172549","-0.742266","0.294393","-0.170037","0.108000","-0.075897","","","","1843.787966","","261.324984","82.912704","48.935799","","","","32.543793","","91.598008","79.059502","61.830367","",""
"FRMEP","FRMEP","FRME","","","8.000000","07/28/2025","8/15/2025","NONE","0.470000","7.50%","26.000000","23.230000","58.20","Regionalbank","","42.000000","","","","","","25.260000","2.030000","-0.740000","25.320000","25.390000","-0.230000","-0.500000","24.150000","25.900000","22.790000","26.430000","25.010000","35.860000","30.800000","46.130000","42.740000","40.680000","21.500000","50.650000","2.087052","8.000000","41.550000","24.880000","0.667907","-0.292004","0.164286","-0.222632","-0.160973","-0.118486","-0.136943","0.441318","","5119.477643","","276.161721","56.716279","45.528319","269.486780","209.866999","","88.584770","","96.741714","54.396455","57.594649","13.861051","14.186491"
"GAINI","GAINI","GAIN","","","8.000000","07/14/2025","2/1/2027","2/1/2030","0.490000","7.88%","","","36.84","Assetmanagement","","28.000000","","","","","","25.270000","","","","","","","24.600000","25.530000","24.600000","25.530000","24.930000","14.130000","11.420000","15.340000","13.140000","13.480000","8.160000","17.150000","0.520549","8.000000","13.650000","7.720000","0.731618","-0.176093","0.237303","-0.078879","0.075342","0.048220","0.035165","0.830311","","5247.208455","","27.054400","79.732051","58.866103","328.212494","273.254463","","90.770007","","10.379412","76.065026","74.174378","16.663691","18.169291"
"GAINL","GAINL","GAIN","","BB","8.000000","07/15/2025","8/1/2025","8/1/2028","0.500000","8.00%","","25.070000","36.84","Assetmanagement","","29.000000","","","","","","25.480000","0.410000","","25.640000","25.750000","-0.630000","-1.040000","25.270000","26.300000","24.700000","27.130000","25.140000","14.130000","11.420000","15.340000","13.140000","13.480000","8.160000","17.150000","0.520549","8.000000","13.650000","7.720000","0.731618","-0.176093","0.237303","-0.078879","0.075342","0.048220","0.035165","0.830311","","5247.208455","","27.054400","79.732051","58.866103","328.212494","273.254463","","90.770007","","10.379412","76.065026","74.174378","16.663691","18.169291"
"GAINN","GAINN","GAIN","","BB","8.000000","07/11/2025","5/1/2023","5/1/2026","0.310000","5.00%","23.850000","23.230000","36.84","Assetmanagement","","25.000000","","","","","","24.900000","1.670000","1.050000","24.870000","24.610000","0.110000","1.180000","24.250000","25.130000","23.000000","25.280000","24.680000","14.130000","11.420000","15.340000","13.140000","13.480000","8.160000","17.150000","0.520549","8.000000","13.650000","7.720000","0.731618","-0.176093","0.237303","-0.078879","0.075342","0.048220","0.035165","0.830311","","5247.208455","","27.054400","79.732051","58.866103","328.212494","273.254463","","90.770007","","10.379412","76.065026","74.174378","16.663691","18.169291"
"GAINZ","GAINZ","GAIN","","BB","8.000000","07/11/2025","11/1/2023","11/1/2028","0.310000","4.75%","23.450000","21.850000","36.84","Assetmanagement","","25.000000","","","","","","23.190000","1.340000","-0.260000","23.060000","23.210000","0.580000","-0.070000","22.210000","24.150000","21.380000","24.760000","22.970000","14.130000","11.420000","15.340000","13.140000","13.480000","8.160000","17.150000","0.520549","8.000000","13.650000","7.720000","0.731618","-0.176093","0.237303","-0.078879","0.075342","0.048220","0.035165","0.830311","","5247.208455","","27.054400","79.732051","58.866103","328.212494","273.254463","","90.770007","","10.379412","76.065026","74.174378","16.663691","18.169291"
"GAM PRB","GAM-B","GAM","","","8.000000","06/09/2025","9/24/2008","NONE","0.370000","5.95%","26.210000","24.280000","27.06","Cef","","83.000000","","","","","","24.650000","0.370000","-1.560000","24.870000","25.180000","-0.900000","-2.110000","24.430000","26.240000","23.740000","26.240000","24.620000","54.540000","41.790000","55.440000","52.510000","50.250000","30.760000","55.440000","1.475852","8.000000","38.680000","24.750000","0.773082","-0.016234","0.305097","-0.016234","0.038659","0.085373","0.410031","1.203636","","25.404308","","25.436829","76.159326","61.838689","456.121999","334.088933","","1.434621","","9.818621","72.701426","77.869495","22.768075","21.991679"
"GECCH","GECCH","GECC","","BB","8.000000","06/13/2025","12/30/2026","12/31/2029","0.500000","8.13%","","","11.54","Assetmanagement","","87.000000","","","","","","25.030000","","","","","","","24.380000","25.440000","24.380000","25.440000","25.010000","10.980000","8.870000","11.390000","10.630000","10.150000","7.510000","32.810000","0.126709","8.000000","","","0.462051","-0.665346","0.237880","-0.035996","0.032926","0.081773","","","","2403.384996","","25.958516","75.600905","61.550681","","","","42.117461","","9.999483","72.175692","77.511483","",""
"GECCI","GECCI","GECC","","","8.000000","06/13/2025","4/30/2026","4/30/2029","0.530000","8.50%","","","11.54","Assetmanagement","","87.000000","","","","","","24.980000","","","25.190000","25.210000","-0.820000","-0.920000","24.750000","25.480000","24.670000","25.700000","24.960000","10.980000","8.870000","11.390000","10.630000","10.150000","7.510000","32.810000","0.126709","8.000000","","","0.462051","-0.665346","0.237880","-0.035996","0.032926","0.081773","","","","2403.384996","","25.958516","75.600905","61.550681","","","","42.117461","","9.999483","72.175692","77.511483","",""
"GECCO","GECCO","GECC","","BB","8.000000","06/13/2025","6/30/2023","6/30/2026","0.360000","5.88%","24.750000","24.050000","11.54","Assetmanagement","","87.000000","","","","","","25.730000","1.680000","0.980000","25.240000","24.910000","1.950000","3.300000","24.260000","27.200000","23.000000","27.200000","25.720000","10.980000","8.870000","11.390000","10.630000","10.150000","7.510000","32.810000","0.126709","8.000000","","","0.462051","-0.665346","0.237880","-0.035996","0.032926","0.081773","","","","2403.384996","","25.958516","75.600905","61.550681","","","","42.117461","","9.999483","72.175692","77.511483","",""
"GECCZ","GECCZ","GECC","","BB","8.000000","06/13/2025","9/30/2025","9/30/2028","0.540000","8.75%","","24.640000","11.54","Assetmanagement","","","","","","","","","","","","","","","","","","","","10.980000","8.870000","11.390000","10.630000","10.150000","7.510000","32.810000","0.126709","8.000000","","","0.462051","-0.665346","0.237880","-0.035996","0.032926","0.081773","","","","2403.384996","","25.958516","75.600905","61.550681","","","","42.117461","","9.999483","72.175692","77.511483","",""
"GLADZ","GLADZ","GLAD","","BB","8.000000","05/15/2025","9/1/2025","9/1/2028","0.480000","7.75%","","25.020000","22.33","Cef","","58.000000","","","","","","25.300000","0.280000","","25.500000","25.450000","-0.790000","-0.590000","24.970000","25.980000","24.450000","25.980000","25.130000","26.910000","21.400000","30.430000","27.860000","27.210000","13.300000","30.430000","0.600900","8.000000","","","1.023308","-0.115675","0.257477","-0.115675","-0.034099","-0.011025","","","","5634.008558","","280.242876","69.073088","54.126025","","","","97.387439","","98.156598","66.029972","68.282154","",""
"GMRE PRA","GMRE-A","GMRE","","","8.000000","07/11/2025","9/15/2022","NONE","0.470000","7.50%","25.540000","24.460000","66.88","Reit","","25.000000","","","","","","25.050000","0.590000","-0.490000","25.020000","25.140000","0.110000","-0.340000","23.380000","26.260000","23.320000","26.260000","24.710000","6.290000","6.055000","10.459900","8.460000","8.800000","6.055000","18.510000","0.420675","8.000000","15.340000","9.470000","0.038811","-0.660184","0.038811","-0.398656","-0.256501","-0.285227","-0.589961","-0.335797","1.703466","2440.940751","1.703466","206.552658","59.265532","40.234549","143.638739","104.042203","29.896384","42.759970","29.896384","72.609148","56.796491","51.014149","7.855049","7.537243"
"GNL PRA","GNL-A","GNL","","","8.000000","07/02/2025","9/12/2022","NONE","0.450000","7.25%","25.750000","16.960000","229.01","Reit","","16.000000","","","","","","22.200000","5.240000","-3.550000","22.130000","22.070000","0.330000","0.610000","19.360000","23.770000","16.420000","23.770000","21.830000","7.390000","6.510000","9.110000","7.290000","8.170000","6.510000","20.120000","1.692384","8.000000","21.160000","12.310000","0.135177","-0.632704","0.135177","-0.188804","0.013717","-0.095471","-0.650756","-0.399675","5.340193","2640.859263","5.340193","254.794440","73.730133","47.369667","117.708515","91.030861","91.587224","46.180205","91.587224","89.333953","70.414423","59.883564","6.617549","6.719706"
