"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"SNV PRE","SNV-E","SNV","FF","","8.00","06/13/2025","7/1/2024","NONE","0.53","5.88%","","","138.77","Regionalbank","","75.00","","","","","","25.92","","","25.68","25.81","0.94","0.41","24.21","26.86","19.83","26.86","25.83","1.62","-1.03","47.13","44.40","68.05","20.34","-1.03","6.00","19.99","50.72","33601.00","39306.00","20748.00","31218.00","52.22","","","","49.01","1.00"
"SOJF","SOJF","SO","","","12.00","06/13/2025","3/15/2030","3/15/2085","0.41","6.50%","","","1098.51","Utility","","75.00","","","","","","25.72","","","","","","","24.92","26.99","24.92","26.99","25.65","0.73","-1.34","52.18","51.93","79.09","23.58","-1.34","0.73","23.11","85.22","99985.00","47547.00","31155.00","59562.00","77.54","75.91","59.62","73.57","60.87","1.00"
"SPMA","SPMA","SPMC","","","8.00","05/15/2025","11/30/2026","11/30/2029","0.17","8.00%","","","20.27","Assetmanagement","","46.00","","","","","","25.06","","","","","","","23.67","25.20","23.67","25.20","24.98","1.31","-0.22","52.18","51.93","71.89","11.88","-0.22","1.31","11.82","81.42","11880.00","8762.00","5941.00","8861.00","46.28","","","","51.45","1.00"
"SPNT PRB","SPNT-B","SPNT","NFF","","9.00","05/15/2025","2/26/2026","NONE","0.50","8.00%","","","116.79","Insurance","","46.00","","","","","","25.36","","","25.21","25.35","0.59","0.05","24.75","25.78","24.31","25.78","25.12","0.37","-0.66","48.35","45.72","83.55","16.48","-0.66","0.81","16.25","84.70","17575.00","21132.00","9576.00","16094.00","57.11","","","","50.06","1.00"
"SSSSL","SSSSL","SSSS","","BB","8.00","06/13/2025","12/30/2024","12/30/2026","0.38","6.00%","24.75","23.35","23.55","Assetmanagement","","75.00","","","","","","24.74","1.39","-0.01","24.60","24.49","0.55","1.03","24.16","25.40","22.39","25.40","24.68","0.52","-0.72","48.49","42.12","81.69","17.10","-0.72","2.29","16.86","75.01","4092.00","1440.00","2262.00","2598.00","42.82","","","","44.97","1.00"
"SWKHL","SWKHL","SWKH","","BB","8.00","06/13/2025","Anytime","1/31/2027","0.56","9.00%","","24.80","12.27","Assetmanagement","","75.00","","","","","","25.50","0.70","","25.26","25.35","0.94","0.61","24.59","25.78","24.47","25.88","25.41","0.82","-0.37","47.13","43.66","77.97","13.45","-0.47","0.94","14.34","83.85","4969.00","8829.00","2428.00","5409.00","42.94","","","","45.24","1.00"
"SYF PRB","SYF-B","SYF","NFF","","8.00","08/04/2025","5/15/2029","NONE","0.52","8.25%","","","380.67","Creditservices","","37.00","","","","","","25.38","","","25.02","25.56","1.44","-0.72","23.30","26.71","23.30","26.71","25.07","1.77","-1.64","45.37","48.55","66.19","26.71","-1.64","1.77","26.14","78.41","52708.00","48997.00","41344.00","47683.00","58.92","44.36","86.37","89.70","52.33","1.00"
"TFC PRI","TFC-I","TFC","FLR","","11.50","08/08/2025","9/15/2011","NONE","0.32","4.00%","","","1308.21","Regionalbank","","41.00","","","","","","20.30","","","22.38","23.07","-9.30","-12.00","20.16","24.25","19.32","25.35","20.13","-0.03","-4.12","83.02","90.00","88.51","52.61","-5.22","0.81","62.26","84.70","11452.00","14190.00","19871.00","15171.00","63.01","40.74","46.06","71.47","82.76","1.00"
"TFINP","TFINP","TFIN","","","8.00","06/13/2025","6/30/2025","NONE","0.45","7.13%","25.47","19.20","23.50","Regionalbank","","75.00","","","","","","21.74","2.54","-3.73","21.81","22.58","-0.34","-3.71","20.26","24.40","18.25","24.40","21.66","1.40","-2.74","51.61","59.54","70.78","38.20","-2.74","3.41","37.24","67.68","2187.00","2476.00","1749.00","2137.00","35.48","","","","51.69","1.00"
"TFSA","TFSA","-","","","8.00","06/13/2025","2/10/2023","3/31/2026","0.44","7.00%","","","-","-","","75.00","","","","","","23.28","","","24.58","24.09","-5.27","-3.37","23.28","26.85","21.60","27.58","23.21","-0.07","-3.64","68.90","58.29","89.01","47.60","-4.37","1.61","53.68","79.46","508.00","451.00","386.00","448.00","53.11","","","","61.53","1.00"
"TPGXL","TPGXL","TPG","","BB","12.00","05/29/2025","3/15/2029","3/15/2064","0.43","6.95%","","","110.28","Assetmanagement","","60.00","","","","","","25.50","","","24.78","25.53","2.89","-0.11","23.53","26.33","23.53","27.00","25.36","1.83","-0.97","40.29","46.31","65.44","19.71","-1.64","1.83","26.14","78.02","16342.00","17116.00","20184.00","17881.00","54.89","","","","46.74","1.00"
"TRINI","TRINI","TRIN","","BB","8.00","06/12/2025","9/30/2026","9/30/2029","0.49","7.88%","","","64.65","Assetmanagement","","74.00","","","","","","25.18","","","","","","","24.66","25.65","24.05","26.88","25.09","0.43","-0.56","52.18","51.93","82.81","15.43","-1.79","1.04","27.65","83.19","16711.00","21969.00","5818.00","14832.00","48.16","","","","52.20","1.00"
"TRTN PRA","TRTN-A","-","","","9.00","06/09/2025","3/15/2024","NONE","0.53","8.50%","26.49","25.00","-","-","","71.00","","","","","","25.22","0.21","-1.28","25.34","25.64","-0.51","-1.68","23.96","26.25","23.96","26.83","25.10","1.14","-1.15","52.21","52.08","74.00","21.59","-1.73","1.14","27.05","82.54","4645.00","5569.00","3320.00","4511.00","53.11","","","","52.62","1.00"
"TRTN PRB","TRTN-B","-","","","9.00","06/09/2025","9/15/2024","NONE","0.50","8.00%","26.63","23.67","-","-","","71.00","","","","","","24.67","1.00","-1.96","24.70","25.09","-0.10","-1.67","22.75","25.70","22.75","25.95","24.56","1.81","-1.14","50.77","52.04","65.69","21.49","-1.39","1.81","23.62","78.15","6898.00","8539.00","9884.00","8441.00","53.11","","","","52.27","1.00"
"TRTN PRC","TRTN-C","-","","","9.00","06/09/2025","12/15/2024","NONE","0.46","7.38%","26.10","22.32","-","-","","71.00","","","","","","23.80","1.48","-2.30","23.37","24.36","1.86","-2.31","21.93","25.43","21.93","26.17","23.70","1.77","-1.73","43.90","54.39","66.19","27.65","-2.47","1.77","34.51","78.41","10336.00","11722.00","12024.00","11361.00","53.11","","","","50.65","1.00"
"TRTN PRF","TRTN-F","-","","","9.00","06/09/2025","3/15/2030","NONE","0.48","7.63%","","","-","-","","71.00","","","","","","24.47","","","","","","","23.20","25.35","23.20","25.35","24.37","1.17","-0.98","52.18","51.93","73.63","19.82","-0.98","1.17","19.48","82.34","26106.00","25074.00","7030.00","19403.00","53.11","","","","53.48","1.00"
"TVC","TVC","GOOGL","","","19.50","05/30/2025","","6/1/2028","0.13","2.13%","","","9990.00","-","","61.00","","","","","","23.60","","","23.51","23.06","0.38","2.34","22.53","25.33","21.00","25.33","23.56","1.03","-1.77","49.09","37.30","75.36","28.07","-1.77","2.56","27.45","73.24","18422.00","17336.00","17984.00","17914.00","88.92","","","","53.46","1.00"
"TVE","TVE","GOOGL","","","19.50","07/28/2025","","5/1/2029","0.14","2.22%","","","9990.00","-","","30.00","","","","","","23.20","","","23.19","22.64","0.06","2.46","22.11","25.30","20.72","25.30","23.11","1.00","-2.19","50.21","36.86","75.74","32.45","-2.19","2.39","31.69","74.35","14760.00","14720.00","14146.00","14542.00","88.92","","","","53.52","1.00"
"TWO PRA","TWO-A","TWO","NFF","","8.00","07/10/2025","4/26/2027","NONE","0.51","8.13%","","","103.74","Reit","","12.00","","","","","","23.19","","","23.67","24.07","-2.03","-3.66","21.52","25.20","18.85","25.39","22.75","1.23","-2.45","57.54","59.35","72.88","35.17","-2.64","3.90","36.23","64.47","7453.00","9814.00","13832.00","10366.00","37.96","","","","55.00","1.00"
"TWO PRB","TWO-B","TWO","NFF","","8.00","07/10/2025","7/27/2027","NONE","0.48","7.63%","","","103.74","Reit","","12.00","","","","","","22.64","","","23.14","23.57","-2.16","-3.96","21.27","25.27","17.90","25.43","22.22","0.95","-3.05","57.99","60.45","76.36","41.44","-3.21","4.32","41.98","61.72","10876.00","11740.00","15739.00","12785.00","37.96","","","","55.77","1.00"
"TWO PRC","TWO-C","TWO","FF","","8.00","07/10/2025","1/27/2025","NONE","0.60","7.25%","","","103.74","Reit","","12.00","","","","","","23.75","","","24.21","24.42","-1.89","-2.75","22.25","25.20","18.55","25.20","23.23","0.98","-1.97","57.05","56.01","75.98","30.16","-1.97","4.68","29.47","59.36","22892.00","28347.00","22435.00","24558.00","37.96","","","","54.35","1.00"
"UCB PRI","UCB-I","UCB","","","8.00","05/29/2025","9/15/2025","NONE","0.43","6.88%","","","119.46","Regionalbank","","60.00","","","","","","24.53","","","24.43","24.51","0.37","0.05","23.50","25.34","20.15","25.34","24.38","0.88","-0.96","49.12","45.72","77.22","19.61","-0.96","4.23","19.28","62.31","5723.00","5926.00","8036.00","6562.00","48.29","","","","48.00","1.00"
"UMH PRD","UMH-D","UMH","","","8.00","05/15/2025","1/22/2023","NONE","0.40","6.38%","25.57","20.85","83.91","Reit","","46.00","","","","","","22.09","1.24","-3.48","22.18","22.94","-0.42","-3.71","20.99","24.27","19.83","24.42","21.89","0.90","-2.38","51.89","59.54","76.98","34.44","-2.53","2.06","35.12","76.51","19661.00","17834.00","12685.00","16727.00","44.66","","","","54.55","1.00"
"USB PRH","USB-H","USB","FLR","","12.50","06/27/2025","4/15/2011","NONE","0.32","3.50%","","","1557.99","Regionalbank","","89.00","","","","","","20.24","","","21.47","21.88","-5.74","-7.49","18.91","24.00","17.67","24.00","20.24","1.33","-3.76","70.54","73.43","71.64","48.85","-3.76","2.57","47.53","73.18","61960.00","60280.00","63404.00","61881.00","67.88","40.89","64.27","77.35","75.03","1.00"
"VLYPN","VLYPN","VLY","NFF","","8.00","06/12/2025","9/30/2029","NONE","0.52","8.25%","","","559.85","Regionalbank","","74.00","","","","","","25.15","","","","","","","23.75","26.82","23.75","26.88","25.06","1.31","-1.76","52.18","51.93","71.89","27.96","-1.82","1.31","27.96","81.42","12902.00","12509.00","10475.00","11962.00","46.27","","","","51.64","1.00"
"VLYPO","VLYPO","VLY","FF","","8.00","06/13/2025","9/30/2022","NONE","0.52","5.50%","","","559.85","Regionalbank","","75.00","","","","","","24.72","","","24.80","24.80","-0.31","-0.31","22.73","25.77","20.04","26.01","24.63","1.90","-1.14","51.51","47.04","64.57","21.49","-1.38","4.59","23.52","59.95","5997.00","6651.00","7494.00","6714.00","46.27","","","","49.09","1.00"
"VOYA PRB","VOYA-B","VOYA","NFF","","10.00","05/27/2025","9/15/2029","NONE","0.33","5.35%","","","96.09","Financialconglomerates","","58.00","","","","","","24.25","","","24.11","24.63","0.60","-1.54","22.81","26.63","19.83","26.63","24.13","1.32","-2.50","48.32","51.56","71.77","35.69","-2.50","4.30","34.82","61.85","17648.00","15621.00","13412.00","15560.00","55.30","","","","51.98","1.00"
"WAL PRA","WAL-A","WAL","NFF","","8.00","06/13/2025","9/30/2026","NONE","0.27","4.25%","","","110.43","Regionalbank","","75.00","","","","","","22.05","","","21.79","20.98","1.21","5.09","19.57","23.00","13.80","23.00","22.00","2.43","-1.00","46.18","27.20","58.00","20.03","-1.00","8.20","19.68","36.32","41652.00","35735.00","27610.00","34999.00","48.05","","","","41.15","1.00"
"WBS PRG","WBS-G","WBS","","","10.00","06/30/2025","4/15/2018","NONE","0.41","6.50%","25.24","20.25","168.44","Regionalbank","","2.00","","","","","","23.35","3.10","-1.89","23.22","23.62","0.54","-1.16","21.26","25.26","18.12","25.26","22.95","1.69","-2.31","48.53","50.17","67.18","33.71","-2.31","4.83","32.90","58.38","8565.00","6880.00","5947.00","7131.00","57.82","46.84","64.42","83.40","51.49","1.00"
"WHFCL","WHFCL","WHF","","BB","8.00","05/28/2025","9/15/2025","9/15/2028","0.49","7.88%","","24.85","23.24","Assetmanagement","","59.00","","","","","","25.11","0.26","","25.28","25.33","-0.65","-0.88","25.00","25.70","24.54","27.41","24.94","-0.06","-0.76","52.70","49.14","88.88","17.52","-2.47","0.40","34.51","87.38","2199.00","2606.00","3245.00","2684.00","40.24","","","","48.95","1.00"
"WSBCP","WSBCP","WSBC","NFF","","8.00","07/28/2025","11/15/2025","NONE","0.42","6.75%","","","95.79","Regionalbank","","30.00","","","","","","25.29","","","25.15","25.07","0.54","0.87","24.42","25.60","22.00","25.60","25.01","0.59","-0.59","48.53","42.71","80.82","15.74","-0.59","3.01","15.55","70.29","9948.00","11642.00","30385.00","17325.00","48.56","","","","47.29","1.00"
"XOMAP","XOMAP","XOMA","","","8.00","06/30/2025","12/15/2021","NONE","0.54","8.63%","25.92","22.76","11.95","Biotechnology","","2.00","","","","","","25.66","2.90","-0.26","25.70","25.68","-0.16","-0.09","24.96","26.51","21.40","26.51","25.13","0.17","-1.38","50.98","46.23","86.03","23.99","-1.38","3.73","23.52","65.58","1060.00","1042.00","431.00","845.00","38.60","","","","46.66","1.00"
