"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","Aug4_chg","Oct19_chg","Aug4_chg_norm","Oct19_chg_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","CUR_YIELD","FINAL_THG","EX_DIV_DATE","TIME_TO_DIV","DIV_BONUS","SOLIDITY_WEIGHT_USED","YIELD_WEIGHT_USED"
"GGN PRB","GGN","","15","12/16/2024","5/7/2018","","0.3100","5.0000","23.6700","21.3800","c500","20.6200","-0.7600","-3.0500","20.7000","21.3600","-0.4100","-3.4800","19.8400","23.8800","19.8400","24.1500","70.0000","20.5500","0.7100","-3.3300","50.7100","44.8100","72.2000","46.8100","-3.1200","-0.8300","47.4700","83.8100","-3.6000","0.7100","50.0700","83.5500","8206.0000","8753.0000","4024.0000","6994.0000","68.7700","0.0608","357.5900","2024-12-16","-200","0","0.1200","2446.8200"
"GGT PRE","GGT","","15","12/16/2024","","","0.3200","5.1300","24.8500","22.9800","c500","22.2800","-0.7000","-2.5700","22.7900","23.0000","-2.2400","-3.1200","22.2500","24.6300","21.4100","24.7000","70.0000","22.2100","-0.0400","-2.4200","59.9500","43.3300","90.0000","34.4500","-2.6400","-0.7700","43.2100","83.2200","-2.4900","0.8000","34.8400","82.6000","663.0000","569.0000","438.0000","557.0000","50.3000","0.0577","347.2400","2024-12-16","-200","0","0.1200","2446.8200"
"GGT PRG","GGT","","15","12/16/2024","12/20/2024","","0.3200","5.1300","24.5900","22.9500","c500","22.4700","-0.4800","-2.1200","22.6600","22.9600","-0.8500","-2.1300","22.2500","24.4700","21.8700","24.4700","70.0000","22.4000","0.1500","-2.0700","52.9300","39.2600","85.4900","29.6900","-2.1900","-0.5500","39.2100","81.0600","-2.0700","0.5300","29.0700","85.4600","892.0000","1079.0000","814.0000","928.0000","50.3000","0.0573","332.9200","2024-12-16","-200","0","0.1200","2446.8200"
"GNT PRA","GNT","","15","11/15/2024","","","0.3300","5.2000","24.5500","21.5300","c525","21.4800","-0.0500","-3.0700","21.6700","22.2000","-0.8700","-3.2400","21.3100","24.0000","21.1700","24.3000","39.0000","21.2900","-0.0200","-2.7100","53.0300","43.8300","89.5300","38.3900","-3.2600","-0.2400","48.7100","78.0100","-3.0100","0.1200","41.9700","89.7900","774.0000","588.0000","235.0000","532.0000","67.1900","0.0611","359.8800","2024-11-15","-231","0","0.1200","2446.8200"
"GPJA","SO","BB","11.5","12/27/2024","","","0.3100","5.0000","25.6200","20.8200","c500","21.1100","0.2900","-4.5100","22.0500","23.3100","-4.2500","-9.4400","20.2900","24.9800","20.2900","25.6600","81.0000","21.0800","0.7900","-3.9000","70.1000","69.3400","70.3000","54.5500","-4.5400","0.2600","60.0800","73.1000","-4.5800","0.7900","63.5200","82.7100","17539.0000","14232.0000","25830.0000","19200.0000","80.0800","0.0593","394.1100","2024-12-27","-189","0","0.1200","2446.8200"
"GRBK PRA","GRBK","","NR","11/25/2024","","","0.3600","5.7500","22.0800","17.9300","c550","23.3500","5.4100","1.2600","22.8100","23.1400","2.3300","0.8700","21.0600","24.6000","17.1500","25.0000","49.0000","23.1800","2.1200","-1.4200","36.8700","26.9100","38.7200","20.8700","1.1000","5.2500","10.0000","24.0500","-1.8200","6.0300","25.6400","27.3300","3438.0000","3173.0000","4694.0000","3768.0000","25.9000","0.0620","252.0300","2024-11-25","-221","0","0.1200","2446.8200"
"HBANP","HBAN","","10","1/2/2025","","","0.2800","4.5000","20.8100","14.0700","c450","17.6300","3.5600","-3.1800","17.5100","18.3500","0.6900","-3.9200","16.2200","20.6500","13.7100","20.7400","87.0000","17.6200","1.4000","-3.0300","45.1500","46.6300","55.8200","42.7300","-3.1900","3.5500","48.0900","40.7600","-3.1200","3.9100","43.4800","49.7400","39552.0000","39883.0000","29623.0000","36353.0000","61.4300","0.0638","324.8000","2025-01-02","-183","0","0.1200","2446.8200"
"HFRO PRA","HFRO","","16","12/20/2024","","","0.3400","5.3800","23.4500","17.0100","c525","16.1800","-0.8300","-7.2700","15.6600","17.5100","3.3500","-7.5900","14.5000","20.7700","14.5000","21.0900","74.0000","16.1200","1.6200","-4.6500","31.7200","61.7300","50.5900","64.7400","-7.3300","-0.8900","84.8500","84.4000","-4.9700","1.6200","68.8700","73.9400","18880.0000","15448.0000","11805.0000","15378.0000","55.5800","0.0834","423.1300","2024-12-20","-196","0","0.1200","2446.8200"
"HIG PRG","HIG","","11","11/1/2024","11/15/2023","","0.3800","6.0000","26.6000","22.8900","c600","25.0900","2.2000","-1.5100","24.8800","25.0400","0.8200","0.2100","23.9900","25.5300","22.7600","25.6000","25.0000","24.8200","0.8300","-0.7100","44.4900","29.6300","69.3500","11.2200","-1.7800","1.9300","35.5700","56.6800","-0.7800","2.0600","11.3700","69.2900","18156.0000","15748.0000","19064.0000","17656.0000","71.6000","0.0604","295.6700","2024-11-01","-245","0","0.1200","2446.8200"
"HWCPZ","HWC","BB","11","11/27/2024","6/15/2025","","0.3900","6.2500","26.5600","22.4500","c625","23.4800","1.0300","-3.0800","23.7500","24.0500","-1.1500","-2.3700","22.2100","25.4200","21.0500","26.1900","51.0000","23.3100","1.1000","-2.1100","54.4400","40.2500","62.9400","30.2400","-3.2500","0.8600","48.6200","67.2000","-2.8800","2.2600","40.1900","67.1700","7518.0000","7546.0000","6717.0000","7260.0000","61.0100","0.0670","345.3900","2024-11-27","-219","0","0.1200","2446.8200"
"INN PRE","INN","","NR","11/13/2024","11/13/2022","","0.3900","6.2500","21.2200","18.1400","c625","18.2000","0.0600","-3.0200","19.1700","20.2900","-5.0500","-10.3200","17.3000","21.7700","17.3000","22.4800","37.0000","17.9700","0.6700","-3.8000","74.1400","72.9600","73.1500","53.1900","-3.2500","-0.1700","48.6200","77.3200","-4.5100","0.6700","62.5600","83.9800","9101.0000","5716.0000","3511.0000","6109.0000","36.5700","0.0870","462.4300","2024-11-13","-233","0","0.1200","2446.8200"
"INN PRF","INN","","NR","11/13/2024","8/12/2026","","0.3700","5.8800","21.0200","18.0700","c575","17.8500","-0.2200","-3.1700","18.6000","19.8800","-4.0400","-10.2100","17.0300","22.0000","16.7500","22.0000","37.0000","17.6300","0.6000","-4.3700","69.0400","72.5100","74.8100","60.9300","-3.3900","-0.4400","49.8700","79.9800","-4.3700","0.8800","60.6300","81.7600","4509.0000","3303.0000","4188.0000","4000.0000","36.5700","0.0834","452.9300","2024-11-13","-233","0","0.1200","2446.8200"
"JPM PRC","JPM","","11.5","10/29/2024","3/1/2024","","0.3800","6.0000","26.1000","24.1100","c600","25.4300","1.3200","-0.6700","25.1400","25.2700","1.1600","0.6300","24.7400","25.7600","23.8700","25.8200","22.0000","25.1400","0.4000","-0.6200","42.7800","27.9000","79.5500","10.0000","-0.9600","1.0300","28.2900","65.5300","-0.6800","1.2700","10.0000","77.6400","121758.0000","134489.0000","142140.0000","132796.0000","81.9200","0.0597","300.3800","2024-10-29","-248","0","0.1200","2446.8200"
"JPM PRD","JPM","","11.5","10/29/2024","12/1/2023","","0.3600","5.7500","25.7500","23.3000","c550","24.7900","1.4900","-0.9600","24.5200","24.9100","1.1200","-0.4700","23.8200","25.5600","22.8300","25.6700","22.0000","24.5200","0.7000","-1.0400","42.9800","32.4300","72.4300","15.7000","-1.2300","1.2200","30.6900","63.6600","-1.1500","1.6900","16.4500","73.2000","109592.0000","120784.0000","140921.0000","123766.0000","81.9200","0.0586","301.6000","2024-10-29","-248","0","0.1200","2446.8200"
"JPM PRJ","JPM","","11.5","10/29/2024","","","0.3000","4.7500","23.7400","19.3800","c475","20.4900","1.1100","-3.2500","20.2600","21.4900","1.1300","-4.6400","19.3600","23.9800","19.0200","24.8500","22.0000","20.2600","0.9000","-3.7200","42.9300","49.5900","67.6900","52.1100","-3.4800","0.8800","50.6700","67.0000","-4.5900","1.2400","63.6500","77.9500","70494.0000","70807.0000","50085.0000","63795.0000","81.9200","0.0586","351.1900","2024-10-29","-248","0","0.1200","2446.8200"
"JPM PRK","JPM","","11.5","10/29/2024","","","0.2800","4.5500","21.6500","18.6700","c450","19.5200","0.8500","-2.1300","19.3300","20.5200","1.0000","-4.8600","18.4900","22.7100","18.3200","23.0400","22.0000","19.3100","0.8200","-3.4000","43.5900","50.4900","69.5800","47.7600","-2.3400","0.6400","40.5400","69.3600","-3.7300","0.9900","51.8500","80.5900","131369.0000","124364.0000","114015.0000","123249.0000","81.9200","0.0589","348.2400","2024-10-29","-248","0","0.1200","2446.8200"
"JPM PRL","JPM","","11.5","10/29/2024","","","0.2900","4.6300","21.6200","18.9400","c450","19.9700","1.0300","-1.6500","19.6800","20.8800","1.4800","-4.3400","18.8800","23.1200","18.7100","23.4400","22.0000","19.7500","0.8700","-3.3700","41.1600","48.3500","68.4000","47.3500","-1.8700","0.8100","36.3700","67.6900","-3.6900","1.0400","51.3000","80.0700","143213.0000","134237.0000","162367.0000","146606.0000","81.9200","0.0586","341.8900","2024-10-29","-248","0","0.1200","2446.8200"
"JPM PRM","JPM","","11.5","10/29/2024","","","0.2600","4.2000","20.7000","17.1700","c425","18.3800","1.2100","-2.3200","18.0900","19.1400","1.5800","-3.9900","17.2500","21.2400","16.9600","21.6800","22.0000","18.1800","0.9300","-3.0600","40.6600","46.9100","66.9700","43.1400","-2.5200","1.0100","42.1400","65.7200","-3.5000","1.2200","48.7000","78.1600","187337.0000","165974.0000","176364.0000","176558.0000","81.9200","0.0578","335.0200","2024-10-29","-248","0","0.1200","2446.8200"
"JSM","NAVI","BB","7.5","12/13/2024","","","0.3800","6.0000","23.5000","16.7000","c600","18.7000","2.0000","-4.8000","18.3800","19.2600","1.7200","-2.9300","16.5100","20.8300","16.0600","21.8200","67.0000","18.6000","2.0900","-2.2300","39.9500","42.5500","39.4400","31.8700","-4.9000","1.9000","63.2700","56.9800","-3.2200","2.5400","44.8500","64.2100","15112.0000","13543.0000","15038.0000","14564.0000","43.1700","0.0806","361.8700","2024-12-13","-203","0","0.1200","2446.8200"
"KEY PRJ","KEY","","10.5","11/27/2024","","","0.3500","5.6500","25.3600","16.1700","c550","21.5000","5.3300","-3.8600","21.3400","21.8800","0.7500","-1.7400","19.9700","24.1800","15.1900","24.1800","51.0000","21.3500","1.3800","-2.8300","44.8500","37.6500","56.2900","40.0200","-4.0100","5.1800","55.3700","24.7400","-2.8300","6.1600","39.5000","25.9600","27623.0000","25560.0000","21872.0000","25018.0000","57.4600","0.0662","305.8400","2024-11-27","-219","0","0.1200","2446.8200"
"KEY PRK","KEY","","10.5","11/27/2024","","","0.3500","5.6300","26.1700","16.0500","c550","21.5500","5.5000","-4.6200","21.1600","21.8800","1.8600","-1.5100","19.7600","24.4300","14.9900","24.4300","51.0000","21.4000","1.6400","-3.0300","39.2400","36.7100","50.1200","42.7300","-4.7700","5.3500","62.1200","23.0700","-3.0300","6.4100","42.2500","23.3200","23677.0000","21169.0000","21083.0000","21976.0000","57.4600","0.0658","299.9300","2024-11-27","-219","0","0.1200","2446.8200"
"KIM PRL","KIM","","11.5","12/27/2024","","","0.3200","5.1300","25.4200","19.2000","c500","19.7600","0.5600","-5.6600","20.2100","21.3200","-2.2300","-7.3000","19.3700","23.6800","18.8100","24.1800","81.0000","19.7300","0.3600","-3.9500","59.9000","60.5300","80.5000","55.2300","-5.6900","0.5300","70.2900","70.4400","-4.4500","0.9200","61.7300","81.3300","11654.0000","10694.0000","8077.0000","10142.0000","63.2500","0.0650","395.5100","2024-12-27","-189","0","0.1200","2446.8200"
"KIM PRM","KIM","","11.5","12/27/2024","","","0.3300","5.2500","25.4000","19.8300","c525","20.0900","0.2600","-5.3100","20.5600","21.8400","-2.3100","-8.0100","19.7100","24.4300","19.7100","25.1600","81.0000","20.0600","0.3500","-4.3700","60.3000","63.4600","80.7400","60.9300","-5.3400","0.2300","67.1800","73.3900","-5.1000","0.3500","70.6500","87.3600","14638.0000","16714.0000","13727.0000","15026.0000","63.2500","0.0654","407.5200","2024-12-27","-189","0","0.1200","2446.8200"
"KREF PRA","KREF","","NR","11/27/2024","4/16/2026","","0.4100","6.5000","23.3700","16.1800","c650","20.9000","4.7200","-2.4700","19.4200","19.9600","7.6500","4.7000","17.9800","21.8800","15.8100","23.6600","51.0000","20.7200","2.7400","-1.1600","10.0000","11.1500","24.0100","17.3300","-2.6500","4.5400","43.3000","31.0300","-2.9400","4.9100","41.0100","39.1700","17211.0000","17074.0000","13699.0000","15995.0000","37.8900","0.0784","275.3500","2024-11-27","-219","0","0.1200","2446.8200"
"MBINN","MBIN","","NR","12/13/2024","","","0.3800","6.0000","24.2300","16.5000","c600","19.5500","3.0500","-4.6800","20.2300","21.3900","-3.3400","-8.5900","18.3100","24.0000","16.3100","24.3400","67.0000","19.4500","1.1400","-4.5500","65.5100","65.8400","61.9900","63.3800","-4.7800","2.9500","62.2100","46.6600","-4.8900","3.1400","67.7700","57.8700","7713.0000","7132.0000","6059.0000","6968.0000","40.3900","0.0771","410.0100","2024-12-13","-203","0","0.1200","2446.8200"
"MET PRE","MET","","12","11/27/2024","","","0.3500","5.6300","26.5000","21.2200","c550","23.9000","2.6800","-2.6000","23.5900","24.1700","1.3000","-1.1200","22.6600","25.1900","21.0300","25.2300","51.0000","23.7500","1.0900","-1.4400","42.0700","35.1000","63.1800","21.1400","-2.7500","2.5300","44.1800","50.7900","-1.4800","2.7200","20.9800","62.3100","53482.0000","45837.0000","55642.0000","51654.0000","73.0900","0.0593","297.9600","2024-11-27","-219","0","0.1200","2446.8200"
"MET PRF","MET","","12","11/27/2024","","","0.3000","4.7500","24.5600","18.5000","c475","19.8600","1.3600","-4.7000","19.8000","20.8400","0.2900","-4.7200","19.0000","23.2100","18.3300","23.2100","51.0000","19.7300","0.7300","-3.4800","47.1700","49.9200","71.7200","48.8500","-4.8300","1.2300","62.6500","63.5600","-3.4800","1.4000","48.4200","76.2600","89285.0000","93065.0000","132744.0000","105031.0000","73.0900","0.0602","352.1000","2024-11-27","-219","0","0.1200","2446.8200"
"MFA PRB","MFA","","NR","11/27/2024","4/15/2018","","0.4700","7.5000","21.9200","18.3400","c750","20.6500","2.3100","-1.2700","20.9000","21.5600","-1.1800","-4.2200","18.2700","23.6700","17.0100","23.6700","51.0000","20.4500","2.1800","-3.2200","54.6000","47.8600","37.3000","45.3100","-1.4700","2.1100","32.8200","54.9100","-3.2200","3.4400","44.8500","54.7000","16422.0000","15485.0000","13128.0000","15012.0000","20.6500","0.0917","393.8600","2024-11-27","-219","0","0.1200","2446.8200"
"MGR","AMG","BB","12","12/27/2024","","","0.3700","5.8800","26.2900","19.6000","c575","20.9100","1.3100","-5.3800","20.9800","22.6200","-0.3300","-7.5400","19.9100","25.1500","19.4300","25.1700","81.0000","20.8700","0.9600","-4.2800","50.3000","61.5200","66.2600","59.7100","-5.4200","1.2700","67.8900","63.1700","-4.3000","1.4400","59.6700","75.8400","17986.0000","17516.0000","18935.0000","18146.0000","65.5000","0.0704","394.9000","2024-12-27","-189","0","0.1200","2446.8200"
"MGRB","AMG","BB","12","12/27/2024","","","0.3000","4.7500","22.0100","16.0900","c475","17.2300","1.1400","-4.7800","17.2000","18.6600","0.1900","-7.6700","16.1300","21.0000","15.8300","21.0000","81.0000","17.2000","1.0700","-3.8000","47.6800","62.0600","63.6500","53.1900","-4.8100","1.1100","62.4800","64.7400","-3.8000","1.3700","52.8100","76.5800","18126.0000","19084.0000","15647.0000","17619.0000","65.5000","0.0690","384.6700","2024-12-27","-189","0","0.1200","2446.8200"
"MGRD","AMG","BB","12","12/27/2024","","","0.2600","4.2000","19.5000","15.1800","c425","15.3400","0.1600","-4.1600","15.4300","16.5200","-0.5600","-7.1600","14.6100","18.3700","14.6100","18.3700","81.0000","15.3100","0.7000","-3.0600","51.4600","59.9600","72.4300","43.1400","-4.1900","0.1300","56.9700","74.3700","-3.0600","0.7000","42.6600","83.6600","10170.0000","10198.0000","9054.0000","9807.0000","65.5000","0.0686","385.2100","2024-12-27","-189","0","0.1200","2446.8200"
"MS PRK","MS","","11","12/27/2024","","","0.3700","5.8500","26.3800","21.4000","c575","24.0700","2.6700","-2.3100","23.5300","24.4400","2.2900","-1.5000","22.5200","25.7500","21.1600","26.0000","81.0000","24.0300","1.5100","-1.7200","37.0700","36.6700","53.2000","24.9400","-2.3500","2.6300","40.6300","49.8000","-1.9700","2.8700","27.7000","60.7300","79497.0000","87606.0000","82660.0000","83254.0000","77.8200","0.0609","299.4400","2024-12-27","-189","0","0.1200","2446.8200"
"MS PRL","MS","","11","12/27/2024","","","0.3000","4.8800","24.0000","18.3200","c475","20.1200","1.8000","-3.8800","20.0700","21.7000","0.2600","-7.2900","19.2600","24.3200","18.1500","24.4900","81.0000","20.0900","0.8300","-4.2300","47.3200","60.4900","69.3500","59.0300","-3.9100","1.7700","54.4800","58.2600","-4.4000","1.9400","61.0500","70.5500","26930.0000","29034.0000","28377.0000","28114.0000","77.8200","0.0607","365.0900","2024-12-27","-189","0","0.1200","2446.8200"
"MS PRO","MS","","11","12/27/2024","","","0.2700","4.2500","20.7700","15.9000","c425","17.5400","1.6400","-3.2300","17.5900","18.7500","-0.3000","-6.4700","16.7700","21.0200","15.7000","21.4700","81.0000","17.5100","0.7400","-3.5100","50.1500","57.1200","71.4800","49.2500","-3.2600","1.6100","48.7100","59.8300","-3.9600","1.8100","55.0100","71.9300","125041.0000","105951.0000","134196.0000","121729.0000","77.8200","0.0607","359.0500","2024-12-27","-189","0","0.1200","2446.8200"
"NCV PRA","NCV","","NR","12/5/2024","","","0.3500","5.6300","24.2800","20.9200","c550","21.4900","0.5800","-2.7800","21.7400","22.0000","-1.1200","-2.2800","20.7200","23.1600","20.6000","23.6400","59.0000","21.3800","0.6600","-1.7800","54.2900","39.8800","73.3800","25.7600","-2.9000","0.4600","45.5200","71.1300","-2.2600","0.7800","31.6800","82.8100","5475.0000","3296.0000","4835.0000","4535.0000","23.6100","0.0658","343.9500","2024-12-05","-211","0","0.1200","2446.8200"
"NCZ PRA","NCZ","","NR","12/5/2024","","","0.3400","5.5000","24.2800","20.5000","c550","20.8400","0.3400","-3.4400","21.0100","21.0500","-0.8000","-0.9900","19.9200","21.9500","19.9200","22.3800","59.0000","20.7200","0.8000","-1.2300","52.6800","34.5700","70.0600","18.2900","-3.5600","0.2200","51.3800","73.4900","-1.6600","0.8000","23.4500","82.6000","8800.0000","8466.0000","3410.0000","6892.0000","23.8500","0.0664","334.7500","2024-12-05","-211","0","0.1200","2446.8200"
"NEE PRN","NEE","BB","12","11/27/2024","","","0.3500","5.6500","26.1500","22.1300","c550","22.5900","0.4600","-3.5600","22.7300","23.9600","-0.6000","-5.7300","21.8500","25.5500","21.8500","25.6200","51.0000","22.4400","0.5900","-3.1100","51.6700","54.0700","75.0400","43.8200","-3.7100","0.3100","52.7100","72.6000","-3.1800","0.5900","44.3100","84.8200","48717.0000","50360.0000","52696.0000","50591.0000","77.3100","0.0629","368.4000","2024-11-27","-219","0","0.1200","2446.8200"
"NRUC","-","BB","13","11/1/2024","","","0.3400","5.5000","25.2200","21.7500","c550","24.2000","2.4500","-1.0200","23.5600","24.1100","2.7400","0.3700","22.3800","25.7500","21.6400","25.7500","25.0000","23.9500","1.5700","-1.8000","34.8000","28.9700","51.7800","26.0300","-1.2700","2.2000","31.0400","54.0300","-1.8000","2.3100","25.3700","66.6400","15601.0000","14541.0000","12006.0000","14049.0000","45.3300","0.0574","279.9300","2024-11-01","-245","0","0.1200","2446.8200"
"NSA PRA","NSA","","NR","12/13/2024","","","0.3800","6.0000","25.3000","20.6500","c600","22.6000","1.9500","-2.7000","22.5300","22.8400","0.3300","-1.0500","21.1200","24.2000","20.1600","25.2000","67.0000","22.5000","1.3800","-1.7000","46.9700","34.8100","56.2900","24.6700","-2.8000","1.8500","44.6300","57.4700","-2.7000","2.3400","37.7200","66.3300","11688.0000","11866.0000","11559.0000","11704.0000","40.7700","0.0667","323.4900","2024-12-13","-203","0","0.1200","2446.8200"
"NTRSO","NTRS","","13","12/13/2024","","","0.2900","4.7000","24.8500","18.3000","c475","19.9400","1.6500","-4.9000","19.6900","20.8500","1.3200","-4.3000","18.7400","24.2900","18.1000","24.2900","67.0000","19.8800","1.1400","-4.4100","41.9700","48.1900","61.9900","61.4800","-4.9700","1.5800","63.9000","60.1200","-4.4100","1.7800","61.1800","72.2500","27473.0000","25556.0000","31635.0000","28221.0000","70.1200","0.0591","347.2700","2024-12-13","-203","0","0.1200","2446.8200"
"NYMTZ","NYMT","","NR","1/2/2025","","","0.4400","7.0000","19.7800","16.6000","c700","18.4100","1.8100","-1.3700","18.4900","19.3300","-0.4100","-4.7800","16.7500","21.4900","15.3100","21.7500","87.0000","18.4000","1.6500","-3.0900","50.7100","50.1600","49.8800","43.5500","-1.3800","1.8000","32.0200","57.9600","-3.3500","3.0900","46.6400","58.4000","4095.0000","3583.0000","2957.0000","3545.0000","21.4100","0.0951","408.8200","2025-01-02","-183","0","0.1200","2446.8200"
"OPP PRA","OPP","","16","11/1/2024","","","0.2700","4.3800","20.8700","16.9800","c425","17.2000","0.2200","-3.6700","17.8200","18.5400","-3.4800","-7.2200","16.5400","19.9500","16.5400","20.2100","25.0000","17.0000","0.4600","-2.9500","66.2100","60.2100","78.1300","41.6500","-3.8700","0.0200","54.1300","75.4500","-3.2100","0.4600","44.7200","86.2000","4808.0000","4471.0000","6470.0000","5250.0000","58.6100","0.0644","386.3000","2024-11-01","-245","0","0.1200","2446.8200"
"OPP PRB","OPP","","16","11/1/2024","2/15/2027","","0.3000","4.7500","21.4300","18.7000","c475","18.6000","-0.1000","-2.8300","19.3400","19.9800","-3.8000","-6.9300","18.2500","21.0200","18.2500","22.3100","25.0000","18.3800","0.1300","-2.6400","67.8300","59.0100","85.9600","37.4400","-3.0500","-0.3200","46.8500","78.8000","-3.9300","0.1300","54.6000","89.6800","3094.0000","2302.0000","4092.0000","3163.0000","58.6100","0.0646","392.6800","2024-11-01","-245","0","0.1200","2446.8200"
"OZKAP","OZK","","9","11/1/2024","11/15/2026","","0.2900","4.6300","20.7800","14.6100","c450","16.8500","2.2400","-3.9300","16.5500","17.0500","1.8300","-1.1500","15.6900","19.8800","14.3700","19.8800","25.0000","16.6400","0.9500","-3.2400","39.3900","35.2300","66.5000","45.5900","-4.1400","2.0300","56.5300","55.7000","-3.2400","2.2700","45.1300","67.0700","29158.0000","24769.0000","18555.0000","24160.0000","55.2000","0.0696","343.4600","2024-11-01","-245","0","0.1200","2446.8200"
"PEB PRE","PEB","","NR","12/27/2024","","","0.4000","6.3800","24.7100","18.3200","c625","17.6600","-0.6600","-7.0500","18.0600","20.1900","-2.2100","-12.5400","16.2700","23.2200","16.2700","23.2200","81.0000","17.6200","1.3500","-5.6000","59.8000","82.1000","57.0000","77.6400","-7.0900","-0.7000","82.7200","82.5300","-5.6000","1.3500","77.5100","76.7900","9179.0000","7183.0000","5669.0000","7344.0000","35.5200","0.0905","483.2700","2024-12-27","-189","0","0.1200","2446.8200"
"PEB PRF","PEB","","NR","12/27/2024","","","0.3900","6.3000","23.5200","18.5600","c625","17.9000","-0.6600","-5.6200","18.2800","20.3100","-2.0900","-11.8500","16.8500","23.7500","16.8500","23.7500","81.0000","17.8600","1.0100","-5.8900","59.1900","79.2600","65.0700","81.5800","-5.6600","-0.7000","70.0200","82.5300","-5.8900","1.0100","81.4900","80.3800","7400.0000","7757.0000","4196.0000","6451.0000","35.5200","0.0882","479.6000","2024-12-27","-189","0","0.1200","2446.8200"
"PEB PRG","PEB","","NR","12/27/2024","","","0.4000","6.3800","23.4000","18.0000","c625","17.8600","-0.1400","-5.5400","18.2700","20.0600","-2.2300","-10.9500","16.6000","22.9400","16.6000","23.1800","81.0000","17.8200","1.2200","-5.1200","59.9000","75.5600","60.0900","71.1200","-5.5800","-0.1800","69.3100","77.4200","-5.3600","1.2200","74.2200","78.1600","9615.0000","9067.0000","5147.0000","7943.0000","35.5200","0.0895","469.2200","2024-12-27","-189","0","0.1200","2446.8200"
"PEB PRH","PEB","","NR","12/27/2024","","","0.3600","5.7000","21.0100","16.3800","c550","16.1000","-0.2800","-4.9100","16.5100","18.1400","-2.4600","-11.2400","15.5100","21.1200","15.0200","21.1200","81.0000","16.0600","0.5500","-5.0600","61.0600","76.7500","75.9900","70.3100","-4.9500","-0.3200","63.7200","78.8000","-5.0600","1.0400","70.1000","80.0700","11467.0000","7605.0000","7354.0000","8808.0000","35.5200","0.0887","473.1400","2024-12-27","-189","0","0.1200","2446.8200"
"PFH","PRU","BB","13","11/15/2024","9/1/2025","","0.2600","4.1300","22.6100","17.3500","c400","17.4900","0.1400","-5.1200","17.4300","18.8700","0.3700","-7.3300","16.6200","21.2700","16.6200","21.5900","39.0000","17.3400","0.7200","-3.9300","46.7700","60.6600","71.9600","54.9600","-5.2700","-0.0100","66.5600","75.7500","-4.2500","0.7200","58.9900","83.4500","31324.0000","31405.0000","38009.0000","33579.0000","71.0800","0.0595","373.1600","2024-11-15","-231","0","0.1200","2446.8200"
"PRH","PRU","BB","13","11/15/2024","","","0.3700","5.9500","","23.7900","c575","25.2600","1.4700","","24.8000","25.5300","1.8500","-1.0400","23.5900","26.8900","23.1700","26.9500","39.0000","25.0500","1.4600","-1.8400","39.2900","34.7700","54.3900","26.5700","","1.2600","40.4100","63.2700","-1.9000","1.8800","26.7400","71.1900","19008.0000","22800.0000","14835.0000","18881.0000","71.0800","0.0594","303.9700","2024-11-15","-231","0","0.1200","2446.8200"
"PRS","PRU","BB","13","11/1/2024","8/15/2023","","0.3500","5.6300","26.1600","22.5200","c550","24.0000","1.4800","-2.1600","23.2200","24.1200","3.3600","-0.4900","22.3500","25.4200","22.3100","25.4200","25.0000","23.7500","1.4000","-1.6700","31.6700","32.5100","55.8200","24.2600","-2.4100","1.2300","41.1700","63.5600","-1.6700","1.4400","23.5800","75.8400","30670.0000","29063.0000","32516.0000","30750.0000","71.0800","0.0593","297.8800","2024-11-01","-245","0","0.1200","2446.8200"
"PSA PRF","PSA","","13.5","12/12/2024","","","0.3200","5.1500","25.8400","20.8700","c500","20.7800","-0.0900","-5.0600","20.9900","22.6200","-1.0000","-8.1400","19.8700","25.0800","19.8700","25.1100","66.0000","20.6900","0.8200","-4.3900","53.6900","63.9900","69.5800","61.2100","-5.1500","-0.1800","65.4900","77.4200","-4.4200","0.8200","61.3200","82.3900","18620.0000","15352.0000","21716.0000","18563.0000","71.4900","0.0622","389.0400","2024-12-12","-204","0","0.1200","2446.8200"
"PSA PRG","PSA","","13.5","12/12/2024","","","0.3200","5.0500","25.8700","21.1100","c500","20.4400","-0.6700","-5.4300","20.7900","22.4000","-1.6700","-8.7400","19.8700","25.0000","19.8700","25.0600","66.0000","20.3500","0.4800","-4.6500","57.0700","66.4600","77.6600","64.7400","-5.5200","-0.7600","68.7800","83.1200","-4.7100","0.4800","65.3000","85.9800","16894.0000","14276.0000","12734.0000","14635.0000","71.4900","0.0620","402.1900","2024-12-12","-204","0","0.1200","2446.8200"
