"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"CIO PRA","CIO","","NR","1/8/2025","9/15/2021","","0.410000","6.63%","24.000000","15.060000","c650","18.610000","3.550000","-5.390000","18.540000","18.630000","0.370000","-0.130000","16.860000","21.060000","14.160000","21.790000","21.000000","18.300000","5.400000","4.190000","6.500000","5.650000","5.010000","3.450000","21.700000","0.217930","NR","13.810000","7.410000","0.565217","-0.751152","0.288783","-0.169231","-0.044248","0.077844","-0.608979","-0.271255","133.076908","124.324887","116.603826","14.332778","14.675151","10.407843","2.570601","8.057902","69.203853","27.281673","81.636570","48.722847","55.418094","78.211097","2.188318","3.708696"
"CLDT PRA","CLDT","","NR","12/27/2024","","","0.410000","6.63%","24.330000","19.640000","c650","20.360000","0.720000","-3.970000","20.380000","21.500000","-0.100000","-5.280000","18.180000","23.890000","18.180000","24.490000","9.000000","19.990000","6.950000","5.830000","10.000000","9.600000","7.630000","5.020000","15.120000","0.340440","NR","17.180000","4.700000","0.384462","-0.540344","0.192110","-0.305000","-0.276042","-0.089122","-0.595460","0.478723","123.598141","256.118051","106.733951","8.518429","6.316165","4.922901","3.739915","38.808898","64.345847","55.142103","74.811126","29.363216","24.421474","37.520788","2.728859","14.045765"
"CMS PRC","CMS","","10.5","1/2/2025","","","0.260000","4.20%","20.810000","17.980000","c425","16.860000","-1.120000","-3.950000","17.260000","18.490000","-2.300000","-8.790000","16.060000","20.920000","16.060000","21.680000","15.000000","16.640000","70.530000","58.500000","76.450000","67.040000","73.260000","49.870000","76.450000","21.100000","10.5","67.560000","49.550000","0.414277","-0.077436","0.205641","-0.077436","0.052058","-0.037265","0.043961","0.423411","125.430507","26.958969","108.372939","28.938197","18.673013","6.626447","47.236296","36.422080","65.284961","6.698994","75.944557","97.353489","70.242884","50.158625","22.836037","13.243427"
"CMSA","CMS","BB","11.5","11/29/2024","3/15/2023","","0.350000","5.63%","26.190000","21.250000","c550","20.870000","-0.380000","-5.320000","21.790000","23.410000","-4.230000","-10.840000","20.660000","25.530000","20.660000","25.530000","71.000000","20.800000","70.530000","58.500000","76.450000","67.040000","73.260000","49.870000","76.450000","21.100000","10.5","67.560000","49.550000","0.414277","-0.077436","0.205641","-0.077436","0.052058","-0.037265","0.043961","0.423411","125.430507","26.958969","108.372939","28.938197","18.673013","6.626447","47.236296","36.422080","65.284961","6.698994","75.944557","97.353489","70.242884","50.158625","22.836037","13.243427"
"CMSC","CMS","BB","11.5","12/27/2024","10/15/2023","","0.370000","5.88%","25.190000","21.740000","c575","22.190000","0.450000","-3.000000","22.580000","23.780000","-1.720000","-6.690000","21.280000","25.220000","21.280000","25.360000","9.000000","21.860000","70.530000","58.500000","76.450000","67.040000","73.260000","49.870000","76.450000","21.100000","10.5","67.560000","49.550000","0.414277","-0.077436","0.205641","-0.077436","0.052058","-0.037265","0.043961","0.423411","125.430507","26.958969","108.372939","28.938197","18.673013","6.626447","47.236296","36.422080","65.284961","6.698994","75.944557","97.353489","70.242884","50.158625","22.836037","13.243427"
"CMSD","CMS","BB","11.5","11/15/2024","","","0.370000","5.88%","25.590000","21.910000","c575","22.150000","0.240000","-3.440000","22.710000","23.850000","-2.450000","-7.140000","21.600000","25.260000","21.600000","25.310000","57.000000","22.010000","70.530000","58.500000","76.450000","67.040000","73.260000","49.870000","76.450000","21.100000","10.5","67.560000","49.550000","0.414277","-0.077436","0.205641","-0.077436","0.052058","-0.037265","0.043961","0.423411","125.430507","26.958969","108.372939","28.938197","18.673013","6.626447","47.236296","36.422080","65.284961","6.698994","75.944557","97.353489","70.242884","50.158625","22.836037","13.243427"
"CNO PRA","CNO","BB","NR","11/15/2024","11/25/2025","","0.320000","5.13%","22.080000","14.950000","c500","17.470000","2.520000","-4.610000","18.510000","19.850000","-5.600000","-11.980000","16.540000","22.220000","14.640000","22.530000","57.000000","17.350000","36.880000","26.360000","43.200000","37.520000","41.370000","13.620000","43.200000","3.660000","NR","18.660000","9.850000","1.707783","-0.146296","0.399090","-0.146296","-0.017058","-0.108533","0.976420","2.744162","160.497668","442.172689","124.513895","15.487627","15.803870","4.285243","111.757294","136.565630","83.257392","94.473144","87.106724","52.568066","59.603588","32.790284","52.662314","46.907080"
"COF PRI","COF","","10","11/13/2024","","","0.310000","5.00%","23.210000","16.120000","c500","18.750000","2.630000","-4.460000","19.140000","19.950000","-2.050000","-6.010000","17.750000","22.040000","15.650000","22.040000","55.000000","18.630000","192.900000","128.220000","210.670000","181.180000","165.260000","57.300000","210.670000","123.440000","10","101.950000","45.010000","2.366492","-0.084350","0.504445","-0.084350","0.064687","0.167252","0.892104","3.285714","168.622161","27.126630","130.273044","29.261415","19.197250","13.344927","105.923083","159.934319","87.421313","6.734437","91.089423","98.429685","72.186849","100.000000","49.965319","54.762557"
"COF PRJ","COF","","10","11/13/2024","","","0.300000","4.80%","21.900000","15.540000","c475","17.750000","2.210000","-4.150000","18.310000","19.040000","-3.070000","-6.780000","16.970000","20.850000","15.050000","20.850000","55.000000","17.630000","192.900000","128.220000","210.670000","181.180000","165.260000","57.300000","210.670000","123.440000","10","101.950000","45.010000","2.366492","-0.084350","0.504445","-0.084350","0.064687","0.167252","0.892104","3.285714","168.622161","27.126630","130.273044","29.261415","19.197250","13.344927","105.923083","159.934319","87.421313","6.734437","91.089423","98.429685","72.186849","100.000000","49.965319","54.762557"
"COF PRK","COF","","10","11/13/2024","","","0.290000","4.63%","22.170000","14.990000","c450","17.100000","2.110000","-5.070000","17.700000","18.750000","-3.380000","-8.800000","16.460000","21.070000","14.640000","21.070000","55.000000","16.990000","192.900000","128.220000","210.670000","181.180000","165.260000","57.300000","210.670000","123.440000","10","101.950000","45.010000","2.366492","-0.084350","0.504445","-0.084350","0.064687","0.167252","0.892104","3.285714","168.622161","27.126630","130.273044","29.261415","19.197250","13.344927","105.923083","159.934319","87.421313","6.734437","91.089423","98.429685","72.186849","100.000000","49.965319","54.762557"
"COF PRL","COF","","10","11/13/2024","","","0.270000","4.38%","20.060000","13.840000","c425","16.190000","2.350000","-3.870000","16.720000","17.750000","-3.180000","-8.760000","15.420000","20.160000","13.570000","20.160000","55.000000","16.090000","192.900000","128.220000","210.670000","181.180000","165.260000","57.300000","210.670000","123.440000","10","101.950000","45.010000","2.366492","-0.084350","0.504445","-0.084350","0.064687","0.167252","0.892104","3.285714","168.622161","27.126630","130.273044","29.261415","19.197250","13.344927","105.923083","159.934319","87.421313","6.734437","91.089423","98.429685","72.186849","100.000000","49.965319","54.762557"
"COF PRN","COF","","10","11/13/2024","","","0.270000","4.25%","19.940000","13.680000","c425","16.210000","2.530000","-3.730000","16.460000","17.280000","-1.530000","-6.210000","15.150000","19.810000","13.260000","19.810000","55.000000","16.110000","192.900000","128.220000","210.670000","181.180000","165.260000","57.300000","210.670000","123.440000","10","101.950000","45.010000","2.366492","-0.084350","0.504445","-0.084350","0.064687","0.167252","0.892104","3.285714","168.622161","27.126630","130.273044","29.261415","19.197250","13.344927","105.923083","159.934319","87.421313","6.734437","91.089423","98.429685","72.186849","100.000000","49.965319","54.762557"
"CUBB","CUBI","BB","NR","12/13/2024","","","0.340000","5.38%","23.560000","18.750000","c525","19.930000","1.180000","-3.630000","19.860000","19.980000","0.370000","-0.250000","18.300000","21.850000","16.750000","22.000000","85.000000","19.910000","50.350000","40.750000","68.490000","51.490000","50.990000","6.870000","76.130000","1.590000","NR","19.790000","10.180000","6.328967","-0.338631","0.235583","-0.264856","-0.022140","-0.012551","1.544214","3.945972","193.165244","382.224865","111.657772","10.815489","15.592880","7.438286","151.045492","188.425346","100.000000","81.800467","78.216161","37.011575","58.821196","56.181292","70.824164","64.339930"
"DCOMP","DCOM","","8","11/5/2024","2/15/2025","","0.340000","5.50%","22.380000","14.510000","c550","17.900000","3.390000","-4.480000","18.840000","19.020000","-5.000000","-5.880000","17.050000","21.150000","14.260000","21.440000","47.000000","17.740000","26.220000","17.490000","37.600000","33.960000","28.340000","15.570000","38.350000","1.150000","8","","","0.684008","-0.316297","0.499142","-0.302660","-0.227915","-0.074806","","","137.788244","396.187664","130.012773","8.652350","8.813446","5.393189","","","71.618482","84.752135","90.909435","29.809124","33.681838","41.009642","",""
"DLR PRJ","DLR","","10.5","12/13/2024","","","0.330000","5.25%","25.380000","19.550000","c525","20.780000","1.230000","-4.600000","21.170000","22.200000","-1.850000","-6.400000","20.020000","24.630000","19.060000","24.630000","85.000000","20.760000","174.470000","129.950000","198.000000","185.000000","151.850000","85.760000","198.000000","58.760000","10.5","126.080000","121.200000","1.034398","-0.118838","0.342593","-0.118838","-0.056919","0.148963","0.383804","0.439521","148.035224","457.278903","120.774726","16.870250","14.149148","12.744128","70.751544","37.117281","76.870208","97.666524","84.520927","57.171689","53.467579","95.542946","33.706487","13.477122"
"DLR PRK","DLR","","10.5","12/13/2024","","","0.370000","5.88%","26.400000","22.000000","c575","23.080000","1.080000","-3.320000","23.430000","24.170000","-1.500000","-4.520000","22.100000","25.410000","21.400000","25.610000","85.000000","23.060000","174.470000","129.950000","198.000000","185.000000","151.850000","85.760000","198.000000","58.760000","10.5","126.080000","121.200000","1.034398","-0.118838","0.342593","-0.118838","-0.056919","0.148963","0.383804","0.439521","148.035224","457.278903","120.774726","16.870250","14.149148","12.744128","70.751544","37.117281","76.870208","97.666524","84.520927","57.171689","53.467579","95.542946","33.706487","13.477122"
"DLR PRL","DLR","","10.5","12/13/2024","","","0.330000","5.20%","25.370000","19.320000","c525","20.030000","0.710000","-5.340000","20.580000","21.810000","-2.690000","-8.140000","19.610000","24.450000","19.010000","24.450000","85.000000","20.010000","174.470000","129.950000","198.000000","185.000000","151.850000","85.760000","198.000000","58.760000","10.5","126.080000","121.200000","1.034398","-0.118838","0.342593","-0.118838","-0.056919","0.148963","0.383804","0.439521","148.035224","457.278903","120.774726","16.870250","14.149148","12.744128","70.751544","37.117281","76.870208","97.666524","84.520927","57.171689","53.467579","95.542946","33.706487","13.477122"
"DTB","DTE","BB","11.5","12/27/2024","","","0.270000","4.38%","22.290000","17.300000","c425","17.170000","-0.130000","-5.120000","17.840000","19.200000","-3.770000","-10.560000","16.980000","21.900000","16.980000","22.650000","9.000000","16.930000","134.130000","108.400000","140.390000","120.700000","135.600000","86.940000","140.390000","28.060000","11.5","113.550000","70.620000","0.542788","-0.044590","0.237362","-0.044590","0.111268","-0.010841","0.181242","0.899320","132.078318","26.146700","111.839977","27.342819","21.130901","7.494486","56.735366","56.958218","68.692061","6.527284","78.342163","92.041470","79.357171","56.598214","27.227195","20.146732"
"DTG","DTE","BB","11.5","11/15/2024","","","0.270000","4.38%","20.890000","17.320000","c425","16.870000","-0.450000","-4.020000","17.780000","19.250000","-5.110000","-12.380000","16.810000","22.050000","16.810000","22.250000","57.000000","16.770000","134.130000","108.400000","140.390000","120.700000","135.600000","86.940000","140.390000","28.060000","11.5","113.550000","70.620000","0.542788","-0.044590","0.237362","-0.044590","0.111268","-0.010841","0.181242","0.899320","132.078318","26.146700","111.839977","27.342819","21.130901","7.494486","56.735366","56.958218","68.692061","6.527284","78.342163","92.041470","79.357171","56.598214","27.227195","20.146732"
"DTW","DTE","BB","11.5","11/15/2024","12/1/2022","","0.330000","5.25%","25.420000","20.880000","c525","21.110000","0.230000","-4.310000","21.750000","22.900000","-2.940000","-7.810000","20.550000","25.110000","20.420000","25.170000","57.000000","20.990000","134.130000","108.400000","140.390000","120.700000","135.600000","86.940000","140.390000","28.060000","11.5","113.550000","70.620000","0.542788","-0.044590","0.237362","-0.044590","0.111268","-0.010841","0.181242","0.899320","132.078318","26.146700","111.839977","27.342819","21.130901","7.494486","56.735366","56.958218","68.692061","6.527284","78.342163","92.041470","79.357171","56.598214","27.227195","20.146732"
"DUK PRA","DUK","","11","11/15/2024","","","0.360000","5.75%","26.490000","22.910000","c550","24.480000","1.570000","-2.010000","24.850000","24.980000","-1.470000","-1.990000","24.060000","25.590000","22.710000","25.660000","57.000000","24.350000","117.300000","99.210000","125.270000","107.890000","120.810000","77.580000","125.270000","90.830000","11","96.230000","68.400000","0.511988","-0.063623","0.182340","-0.063623","0.087218","-0.029054","0.218955","0.714912","130.638598","26.620574","105.480059","28.279612","20.132573","6.896172","59.344886","49.000765","67.954184","6.627459","73.944006","95.160644","75.655195","52.159592","28.433503","17.471802"
"DUKB","DUK","BB","12","12/13/2024","","","0.350000","5.63%","26.080000","21.930000","c550","24.090000","2.160000","-1.990000","24.580000","24.730000","-2.010000","-2.570000","23.300000","25.460000","21.800000","25.500000","85.000000","24.070000","117.300000","99.210000","125.270000","107.890000","120.810000","77.580000","125.270000","90.830000","11","96.230000","68.400000","0.511988","-0.063623","0.182340","-0.063623","0.087218","-0.029054","0.218955","0.714912","130.638598","26.620574","105.480059","28.279612","20.132573","6.896172","59.344886","49.000765","67.954184","6.627459","73.944006","95.160644","75.655195","52.159592","28.433503","17.471802"
"ECF PRA","ECF","","16","12/16/2024","","","0.330000","5.25%","24.840000","21.830000","c525","21.640000","-0.190000","-3.200000","21.920000","22.500000","-1.260000","-3.840000","20.210000","24.360000","20.210000","24.430000","88.000000","21.630000","9.950000","8.080000","10.190000","9.820000","9.420000","7.020000","17.340000","0.136080","16","11.980000","7.840000","0.417379","-0.426182","0.231436","-0.023553","0.013238","0.056263","-0.169449","0.269133","125.613646","327.489713","111.227742","26.264777","17.061511","9.698892","32.469509","29.764776","65.378823","70.229724","77.918776","88.451989","64.267145","72.951713","16.009758","11.005548"
"EFSCP","EFSC","","NR","11/27/2024","","","0.310000","5.00%","21.750000","15.400000","c500","19.200000","3.800000","-2.550000","18.910000","19.630000","1.550000","-2.180000","17.200000","22.220000","13.680000","22.220000","69.000000","19.130000","52.000000","37.300000","63.130000","58.370000","56.650000","25.210000","63.130000","1.930000","NR","45.080000","26.250000","1.062674","-0.176303","0.394102","-0.176303","-0.109131","-0.082083","0.153505","0.980952","148.704575","425.664307","124.205395","13.976668","11.981705","5.154134","54.816129","60.480752","77.213260","90.983353","86.893382","47.537132","45.430312","39.236200","26.339984","21.330845"
"ELC","ETR","BB","15","11/29/2024","","","0.300000","4.88%","25.300000","20.020000","c475","19.910000","-0.110000","-5.390000","20.680000","21.650000","-3.740000","-8.060000","19.910000","23.430000","19.860000","23.450000","71.000000","19.850000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.350000","15","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","145.533725","26.555307","134.302899","28.151610","21.038121","6.908726","61.427974","64.561423","75.588153","6.613662","93.876241","94.734445","79.013129","52.252723","29.396458","22.702579"
"EMP","ETR","BB","14.5","12/27/2024","","","0.310000","4.90%","25.300000","20.070000","c475","20.340000","0.270000","-4.960000","20.790000","21.870000","-2.160000","-7.000000","20.010000","23.610000","19.900000","24.230000","9.000000","20.060000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.350000","15","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","145.533725","26.555307","134.302899","28.151610","21.038121","6.908726","61.427974","64.561423","75.588153","6.613662","93.876241","94.734445","79.013129","52.252723","29.396458","22.702579"
"ENJ","ETR","BB","14.5","11/29/2024","12/1/2017","","0.310000","5.00%","24.790000","19.490000","c500","20.170000","0.680000","-4.620000","20.830000","21.720000","-3.180000","-7.130000","19.950000","24.590000","19.310000","24.590000","71.000000","20.100000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.350000","15","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","145.533725","26.555307","134.302899","28.151610","21.038121","6.908726","61.427974","64.561423","75.588153","6.613662","93.876241","94.734445","79.013129","52.252723","29.396458","22.702579"
"ENO","ETR","BB","13","12/27/2024","","","0.340000","5.50%","25.400000","20.750000","c550","21.500000","0.750000","-3.900000","22.080000","23.050000","-2.610000","-6.740000","21.210000","25.260000","20.500000","25.320000","9.000000","21.190000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.350000","15","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","145.533725","26.555307","134.302899","28.151610","21.038121","6.908726","61.427974","64.561423","75.588153","6.613662","93.876241","94.734445","79.013129","52.252723","29.396458","22.702579"
"EQH PRA","EQH","","10.5","11/29/2024","","","0.330000","5.25%","23.770000","17.790000","c525","20.070000","2.280000","-3.700000","20.500000","21.660000","-2.110000","-7.340000","18.410000","23.800000","17.260000","23.890000","71.000000","20.000000","51.610000","36.460000","56.000000","46.570000","52.260000","17.330000","56.000000","15.680000","10.5","26.050000","10.630000","1.978073","-0.078393","0.415524","-0.078393","0.108224","-0.012438","0.981190","3.855127","164.155717","26.982235","125.504280","28.983170","21.004562","7.442020","112.087343","184.505241","85.132195","6.703912","87.791617","97.503231","78.888685","56.208994","52.814886","63.022171"
"EQH PRC","EQH","","10.5","11/29/2024","","","0.270000","4.30%","21.080000","13.950000","c425","16.310000","2.360000","-4.770000","17.020000","18.190000","-4.190000","-10.360000","15.830000","20.690000","13.350000","20.690000","71.000000","16.250000","51.610000","36.460000","56.000000","46.570000","52.260000","17.330000","56.000000","15.680000","10.5","26.050000","10.630000","1.978073","-0.078393","0.415524","-0.078393","0.108224","-0.012438","0.981190","3.855127","164.155717","26.982235","125.504280","28.983170","21.004562","7.442020","112.087343","184.505241","85.132195","6.703912","87.791617","97.503231","78.888685","56.208994","52.814886","63.022171"
"ETI PR","ETR","","10","12/30/2024","","","0.340000","5.38%","25.500000","21.750000","c525","22.550000","0.800000","-2.950000","23.530000","23.690000","-4.150000","-4.810000","22.360000","25.230000","21.390000","25.430000","12.000000","22.260000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.350000","15","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","145.533725","26.555307","134.302899","28.151610","21.038121","6.908726","61.427974","64.561423","75.588153","6.613662","93.876241","94.734445","79.013129","52.252723","29.396458","22.702579"
"F PRB","F","BB","9.5","11/12/2024","6/1/2024","","0.390000","6.20%","26.790000","20.830000","c625","21.090000","0.260000","-5.700000","21.530000","23.350000","-2.030000","-9.670000","19.850000","25.390000","19.850000","25.640000","54.000000","20.930000","10.470000","8.440000","14.850000","9.970000","9.920000","5.740000","25.870000","41.480000","9.5","8.060000","4.330000","0.824042","-0.595284","0.240521","-0.294949","0.050150","0.055444","0.299007","1.418014","142.397849","221.770507","112.160391","9.093527","18.593807","9.671964","64.884098","79.340540","73.980971","47.881201","78.563743","31.278078","69.949175","72.751944","30.994129","27.670638"
"F PRC","F","BB","9","11/12/2024","12/1/2024","","0.380000","6.00%","25.990000","20.490000","c600","20.890000","0.400000","-5.100000","21.070000","22.970000","-0.860000","-9.040000","19.200000","25.020000","19.200000","25.380000","54.000000","20.740000","10.470000","8.440000","14.850000","9.970000","9.920000","5.740000","25.870000","41.480000","9.5","8.060000","4.330000","0.824042","-0.595284","0.240521","-0.294949","0.050150","0.055444","0.299007","1.418014","142.397849","221.770507","112.160391","9.093527","18.593807","9.671964","64.884098","79.340540","73.980971","47.881201","78.563743","31.278078","69.949175","72.751944","30.994129","27.670638"
"FBRT PRE","FBRT","","NR","12/27/2024","","","0.470000","7.50%","21.680000","18.200000","c750","20.270000","2.070000","-1.410000","20.640000","21.440000","-1.800000","-5.470000","19.050000","23.650000","18.030000","23.650000","9.000000","19.850000","10.820000","10.500000","14.120000","13.000000","13.280000","10.340000","17.740000","0.904960","NR","","","0.046422","-0.390079","0.030476","-0.233711","-0.167692","-0.185241","","","1.445027","350.060807","0.851579","12.597637","9.550727","1.765331","","","1.740598","75.001143","1.588904","42.945470","36.415809","14.096196","",""
"FCNCO","FCNCA","","9.5","11/27/2024","","","0.350000","5.63%","24.080000","19.400000","c550","21.950000","2.550000","-2.130000","22.240000","22.910000","-1.320000","-4.200000","20.570000","24.830000","18.910000","24.830000","69.000000","21.870000","1818.760000","1473.620000","2412.930000","2107.940000","1836.660000","310.270000","2412.930000","23.950000","9.5","526.210000","282.900000","4.861862","-0.246244","0.234212","-0.246244","-0.137186","-0.009746","2.456339","5.428986","186.581399","439.983482","111.516482","11.880481","10.817101","7.530449","214.159438","252.419346","96.625684","94.010356","78.118452","40.557606","41.111750","56.865010","100.000000","85.851767"
"FCNCP","FCNCA","","9.5","11/27/2024","","","0.340000","5.38%","23.660000","18.850000","c525","21.390000","2.540000","-2.270000","21.440000","22.330000","-0.230000","-4.190000","19.300000","24.420000","18.690000","24.420000","69.000000","21.310000","1818.760000","1473.620000","2412.930000","2107.940000","1836.660000","310.270000","2412.930000","23.950000","9.5","526.210000","282.900000","4.861862","-0.246244","0.234212","-0.246244","-0.137186","-0.009746","2.456339","5.428986","186.581399","439.983482","111.516482","11.880481","10.817101","7.530449","214.159438","252.419346","96.625684","94.010356","78.118452","40.557606","41.111750","56.865010","100.000000","85.851767"
"FHN PRF","FHN","","8.5","12/20/2024","","","0.290000","4.70%","","","c475","16.990000","","","17.570000","18.340000","-3.310000","-7.360000","16.410000","21.480000","13.130000","21.480000","2.000000","16.710000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.690000","8.5","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","153.796557","449.175675","121.927571","15.471670","14.847324","8.373431","55.600585","82.039920","79.822975","95.953541","85.318169","52.514935","56.056540","63.118713","26.702616","28.578045"
"FITBO","FITB","","10.5","12/26/2024","","","0.310000","4.95%","25.790000","17.930000","c500","19.820000","1.890000","-5.970000","21.550000","21.750000","-8.020000","-8.880000","19.520000","24.150000","17.580000","24.150000","8.000000","19.540000","37.980000","32.250000","49.070000","45.050000","38.990000","17.280000","50.640000","25.350000","10.5","29.400000","12.910000","1.197917","-0.250000","0.177674","-0.226004","-0.156937","-0.025904","0.291837","1.941905","151.679438","437.635424","104.858223","13.038659","9.997212","6.999645","64.387925","101.947167","78.737921","93.513988","73.513980","44.413911","38.071455","52.927212","30.764762","35.269946"
"FITBP","FITB","","NR","12/26/2024","","","0.380000","6.00%","25.600000","22.130000","c600","24.340000","2.210000","-1.260000","24.430000","24.460000","-0.380000","-0.480000","23.040000","25.900000","21.010000","25.900000","8.000000","23.990000","37.980000","32.250000","49.070000","45.050000","38.990000","17.280000","50.640000","25.350000","10.5","29.400000","12.910000","1.197917","-0.250000","0.177674","-0.226004","-0.156937","-0.025904","0.291837","1.941905","151.679438","437.635424","104.858223","13.038659","9.997212","6.999645","64.387925","101.947167","78.737921","93.513988","73.513980","44.413911","38.071455","52.927212","30.764762","35.269946"
"FRT PRC","FRT","","12.5","1/2/2025","","","0.310000","5.00%","25.750000","19.640000","c500","20.060000","0.420000","-5.690000","20.720000","21.400000","-3.170000","-6.270000","19.410000","23.270000","18.570000","23.900000","15.000000","19.800000","95.290000","80.650000","118.340000","114.330000","97.910000","67.010000","140.510000","8.220000","12.5","","","0.422027","-0.321828","0.181525","-0.194778","-0.166535","-0.026759","","","125.885570","392.730187","105.372504","13.046378","9.598749","6.971551","","","65.518187","84.021241","73.869627","44.439611","36.593886","52.718799","",""
"FULTP","FULT","","11","12/2/2024","","","0.320000","5.13%","23.100000","15.090000","c500","17.850000","2.760000","-5.250000","19.200000","19.270000","-7.030000","-7.390000","17.250000","21.220000","14.560000","21.220000","74.000000","17.790000","17.160000","14.320000","22.490000","20.500000","18.210000","8.890000","22.490000","3.120000","11","16.820000","11.780000","0.930259","-0.236994","0.198324","-0.236994","-0.162927","-0.057661","0.020214","0.456706","145.402803","445.766385","107.500022","12.409772","9.748551","5.956423","45.593143","37.858829","75.521054","95.232834","75.340897","42.319947","37.149377","45.188019","22.076452","13.726396"
"GAB PRG","GAB","","16","12/16/2024","","","0.310000","5.00%","24.500000","21.000000","c500","20.860000","-0.140000","-3.640000","21.150000","21.820000","-1.360000","-4.420000","20.170000","24.190000","20.170000","24.200000","88.000000","20.850000","5.600000","4.500000","5.900000","5.540000","5.390000","4.500000","7.570000","1.710000","16","6.170000","3.770000","0.244444","-0.260238","0.244444","-0.050847","0.010830","0.038961","-0.092382","0.485411","112.552589","431.234963","112.552589","27.654702","16.961552","9.130504","37.802089","39.097483","58.684841","92.160962","78.834965","93.079924","63.896478","68.735093","18.474863","14.142774"
"GAB PRH","GAB","","16","12/16/2024","","","0.310000","5.00%","23.890000","20.980000","c500","20.800000","-0.180000","-3.090000","21.140000","21.870000","-1.630000","-4.880000","20.390000","24.100000","20.390000","24.240000","88.000000","20.790000","5.600000","4.500000","5.900000","5.540000","5.390000","4.500000","7.570000","1.710000","16","6.170000","3.770000","0.244444","-0.260238","0.244444","-0.050847","0.010830","0.038961","-0.092382","0.485411","112.552589","431.234963","112.552589","27.654702","16.961552","9.130504","37.802089","39.097483","58.684841","92.160962","78.834965","93.079924","63.896478","68.735093","18.474863","14.142774"
"GAB PRK","GAB","","16","12/16/2024","","","0.310000","5.00%","24.400000","21.230000","c500","20.770000","-0.460000","-3.630000","21.160000","21.880000","-1.830000","-5.060000","20.500000","24.190000","20.500000","24.250000","88.000000","20.760000","5.600000","4.500000","5.900000","5.540000","5.390000","4.500000","7.570000","1.710000","16","6.170000","3.770000","0.244444","-0.260238","0.244444","-0.050847","0.010830","0.038961","-0.092382","0.485411","112.552589","431.234963","112.552589","27.654702","16.961552","9.130504","37.802089","39.097483","58.684841","92.160962","78.834965","93.079924","63.896478","68.735093","18.474863","14.142774"
"GDV PRH","GDV","","17","12/16/2024","","","0.340000","5.38%","25.850000","22.550000","c525","23.090000","0.540000","-2.760000","23.290000","23.670000","-0.850000","-2.470000","22.510000","25.340000","22.000000","25.340000","88.000000","23.080000","24.960000","20.100000","25.670000","24.660000","23.980000","17.120000","27.610000","2.220000","17","22.070000","11.910000","0.457944","-0.095980","0.241791","-0.027659","0.012165","0.040867","0.130947","1.095718","127.892844","27.406147","112.288000","26.478879","17.016975","9.193128","53.255248","65.433037","66.546945","6.793525","78.651991","89.164870","64.101999","69.199678","25.618432","22.995576"
