"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"GDV PRK","GDV","","17","12/13/2024","","","0.270000","4.25%","20.820000","17.650000","c425","18.300000","0.650000","-2.520000","18.550000","19.130000","-1.360000","-4.320000","17.970000","21.490000","16.960000","21.490000","85.000000","18.290000","24.960000","20.100000","25.670000","24.660000","23.980000","17.120000","27.610000","2.220000","17","22.070000","11.910000","0.457944","-0.095980","0.241791","-0.027659","0.012165","0.040867","0.130947","1.095718","127.892844","27.406147","112.288000","26.478879","17.016975","9.193128","53.255248","65.433037","66.546945","6.793525","78.651991","89.164870","64.101999","69.199678","25.618432","22.995576"
"GGN PRB","GGN","","15","12/16/2024","5/7/2018","","0.310000","5.00%","23.670000","21.380000","c500","20.610000","-0.770000","-3.060000","20.760000","21.390000","-0.710000","-3.660000","19.840000","23.950000","19.840000","24.150000","88.000000","20.600000","4.489900","3.680000","4.500000","3.880000","4.240000","3.060000","4.500000","0.697150","15","4.330000","2.410000","0.467288","-0.002244","0.220082","-0.002244","0.157191","0.058939","0.036928","0.863029","128.389641","25.058994","110.011094","25.123324","23.037259","9.786781","46.749685","55.392202","66.801561","6.297349","77.077412","84.651371","86.426292","73.603721","22.611090","19.620309"
"GGT PRE","GGT","","15","12/16/2024","","","0.320000","5.13%","24.850000","22.980000","c500","22.770000","-0.210000","-2.080000","22.850000","22.990000","-0.360000","-0.980000","22.500000","24.630000","21.410000","24.700000","88.000000","22.760000","3.980000","3.950000","5.540000","4.650000","4.770000","3.950000","11.100000","0.133220","15","7.810000","4.020000","0.007595","-0.641441","0.007595","-0.281588","-0.144086","-0.165618","-0.490397","-0.009950","0.000000","192.913842","0.000000","9.858056","10.530670","2.409943","12.827127","17.721974","1.000000","41.781043","1.000000","33.823678","40.049614","18.878279","6.929627","6.957312"
"GGT PRG","GGT","","15","12/16/2024","12/20/2024","","0.320000","5.13%","24.590000","22.950000","c500","23.000000","0.050000","-1.590000","22.730000","22.960000","1.200000","0.170000","22.320000","24.470000","21.870000","24.470000","88.000000","22.990000","3.980000","3.950000","5.540000","4.650000","4.770000","3.950000","11.100000","0.133220","15","7.810000","4.020000","0.007595","-0.641441","0.007595","-0.281588","-0.144086","-0.165618","-0.490397","-0.009950","0.000000","192.913842","0.000000","9.858056","10.530670","2.409943","12.827127","17.721974","1.000000","41.781043","1.000000","33.823678","40.049614","18.878279","6.929627","6.957312"
"GNT PRA","GNT","","15","11/15/2024","","","0.330000","5.20%","24.550000","21.530000","c525","21.610000","0.080000","-2.940000","21.710000","22.210000","-0.470000","-2.700000","21.330000","24.150000","21.170000","24.300000","57.000000","21.490000","6.520000","5.020000","6.610000","5.540000","5.910000","4.120000","6.610000","0.105610","15","5.990000","3.100000","0.582524","-0.013616","0.298805","-0.013616","0.176895","0.103215","0.088481","1.103226","133.821069","25.355760","117.435218","25.738951","23.855235","11.241282","50.316824","65.757014","69.585246","6.360084","82.211513","86.701183","89.459494","84.394005","24.260080","23.104482"
"GPJA","SO","BB","11.5","12/27/2024","","","0.310000","5.00%","25.620000","20.820000","c500","21.080000","0.260000","-4.540000","22.340000","23.430000","-5.650000","-10.020000","21.000000","25.180000","20.580000","25.660000","9.000000","20.800000","90.680000","76.960000","94.450000","83.280000","90.540000","50.400000","94.450000","99.300000","11.5","68.440000","46.360000","0.799206","-0.039915","0.178274","-0.039915","0.088857","0.001546","0.324956","0.955997","141.639890","26.028920","104.939057","27.107252","20.200587","7.901406","66.679606","59.403874","73.592506","6.502386","73.569880","91.257118","75.907401","59.616970","31.824142","20.968849"
"GRBK PRA","GRBK","","NR","11/25/2024","","","0.360000","5.75%","22.080000","17.930000","c550","23.340000","5.410000","1.260000","22.840000","23.110000","2.200000","0.980000","21.060000","25.000000","17.150000","25.000000","67.000000","23.250000","59.480000","50.570000","84.660000","62.770000","58.050000","10.680000","84.660000","2.610000","NR","","","4.569288","-0.297425","0.176191","-0.297425","-0.052414","0.024634","","","185.032294","407.986240","104.657304","8.951877","14.336173","8.659850","","","95.831745","87.246296","73.375035","30.806437","54.161104","65.243522","",""
"GUT PRC","GUT","","16","12/16/2024","","","0.340000","5.38%","25.390000","23.020000","c525","22.940000","-0.080000","-2.450000","23.960000","24.250000","-4.280000","-5.410000","22.440000","25.000000","22.330000","25.560000","88.000000","22.930000","5.660000","4.710000","6.010000","5.180000","5.270000","4.470000","8.120000","0.499390","16","7.570000","4.600000","0.266219","-0.302956","0.201699","-0.058236","0.092664","0.074004","-0.252312","0.230435","114.624197","404.528572","107.906388","28.018037","20.358632","10.281680","33.419841","28.094911","59.746570","86.515362","75.621917","94.289695","76.493462","77.275148","16.449070","10.444216"
"HBANM","HBAN","","9","11/15/2024","12/1/2022","","0.360000","5.70%","25.470000","17.800000","c550","21.690000","3.890000","-3.780000","22.490000","23.010000","-3.570000","-5.740000","21.380000","25.390000","17.680000","25.390000","57.000000","21.560000","15.510000","11.910000","18.450000","16.940000","14.900000","8.010000","18.450000","22.600000","9","13.930000","7.620000","0.936330","-0.159350","0.302267","-0.159350","-0.084416","0.040940","0.113424","1.035433","145.564110","434.991301","117.716126","14.830337","13.007707","9.195500","52.042773","62.831667","75.603726","92.955034","82.405773","50.379536","49.234912","69.217275","25.057938","22.121115"
"HBANP","HBAN","","10","1/2/2025","","","0.280000","4.50%","20.810000","14.070000","c450","17.300000","3.230000","-3.510000","17.630000","18.360000","-1.850000","-5.750000","16.220000","20.740000","13.710000","20.740000","15.000000","17.070000","15.510000","11.910000","18.450000","16.940000","14.900000","8.010000","18.450000","22.600000","9","13.930000","7.620000","0.936330","-0.159350","0.302267","-0.159350","-0.084416","0.040940","0.113424","1.035433","145.564110","434.991301","117.716126","14.830337","13.007707","9.195500","52.042773","62.831667","75.603726","92.955034","82.405773","50.379536","49.234912","69.217275","25.057938","22.121115"
"HFRO PRA","HFRO","","16","12/20/2024","","","0.340000","5.38%","23.450000","17.010000","c525","15.350000","-1.660000","-8.100000","15.770000","17.640000","-2.650000","-12.990000","14.500000","20.900000","14.500000","21.090000","2.000000","15.020000","5.220000","4.240000","6.450000","5.500000","5.270000","4.240000","12.260000","0.289080","16","12.600000","9.010000","0.231132","-0.574225","0.231132","-0.190698","-0.050909","-0.009488","-0.585714","-0.420644","111.195972","234.936179","111.195972","13.251828","14.398627","7.538934","4.582837","0.000000","57.989555","50.664359","77.896806","45.123683","54.392694","56.927956","3.118519","1.000000"
"HIG PRG","HIG","","11","11/1/2024","11/15/2023","","0.380000","6.00%","26.600000","22.890000","c600","24.770000","1.880000","-1.830000","24.910000","25.030000","-0.560000","-1.060000","23.990000","25.530000","22.760000","25.600000","43.000000","24.570000","125.230000","98.160000","132.090000","109.050000","120.460000","34.690000","132.090000","35.580000","11","59.000000","31.270000","2.609974","-0.051934","0.275774","-0.051934","0.148372","0.039598","1.122542","3.004797","171.062987","26.330623","115.481719","27.708477","22.671189","9.151435","121.868140","147.812358","88.672272","6.566165","80.860585","93.258977","85.068839","68.890373","57.336279","50.687712"
"HWCPZ","HWC","BB","11","11/27/2024","6/15/2025","","0.390000","6.25%","26.560000","22.450000","c625","23.520000","1.070000","-3.040000","23.780000","24.050000","-1.100000","-2.220000","22.210000","26.190000","21.050000","26.190000","69.000000","23.430000","53.780000","43.600000","62.400000","56.970000","51.400000","17.420000","62.400000","4.610000","11","40.420000","15.500000","2.087256","-0.138141","0.233486","-0.138141","-0.055994","0.046304","0.330529","2.469677","165.493897","446.659383","111.441298","15.898279","14.187527","9.371708","67.065245","124.721233","85.818032","95.421609","78.066459","53.935387","53.609896","70.524479","32.002413","42.925539"
"INN PRE","INN","","NR","11/13/2024","11/13/2022","","0.390000","6.25%","21.220000","18.140000","c625","17.970000","-0.170000","-3.250000","19.430000","20.430000","-7.500000","-12.020000","17.300000","21.770000","17.300000","22.480000","55.000000","17.820000","4.570000","3.570000","7.220000","6.900000","5.780000","3.570000","11.320000","0.585670","NR","11.650000","3.360000","0.280112","-0.596290","0.280112","-0.367036","-0.337681","-0.209343","-0.607725","0.360119","115.861518","221.141801","115.861518","4.968681","3.117695","0.973579","2.679036","33.690961","60.380715","47.748295","81.123232","17.543870","12.560971","8.222544","2.238444","12.325351"
"INN PRF","INN","","NR","11/13/2024","8/12/2026","","0.370000","5.88%","21.020000","18.070000","c575","17.850000","-0.220000","-3.170000","18.750000","19.950000","-4.790000","-10.540000","17.030000","22.000000","16.070000","22.000000","55.000000","17.710000","4.570000","3.570000","7.220000","6.900000","5.780000","3.570000","11.320000","0.585670","NR","11.650000","3.360000","0.280112","-0.596290","0.280112","-0.367036","-0.337681","-0.209343","-0.607725","0.360119","115.861518","221.141801","115.861518","4.968681","3.117695","0.973579","2.679036","33.690961","60.380715","47.748295","81.123232","17.543870","12.560971","8.222544","2.238444","12.325351"
"JPM PRC","JPM","","11.5","10/29/2024","3/1/2024","","0.380000","6.00%","26.100000","24.110000","c600","25.060000","0.950000","-1.040000","25.140000","25.270000","-0.340000","-0.810000","24.740000","25.820000","23.870000","25.820000","40.000000","24.850000","265.140000","190.900000","280.250000","238.360000","233.930000","90.770000","280.250000","736.320000","11.5","137.740000","83.500000","1.921009","-0.053916","0.388895","-0.053916","0.112351","0.133416","0.924931","2.175329","163.426749","26.380024","123.879203","27.806242","21.175877","12.233406","108.194533","112.019719","84.758588","6.576608","86.667807","93.584497","79.523953","91.754127","51.015348","38.655874"
"JPM PRD","JPM","","11.5","10/29/2024","12/1/2023","","0.360000","5.75%","25.750000","23.300000","c550","24.090000","0.790000","-1.660000","24.600000","24.930000","-2.060000","-3.370000","23.820000","25.640000","22.830000","25.670000","40.000000","23.890000","265.140000","190.900000","280.250000","238.360000","233.930000","90.770000","280.250000","736.320000","11.5","137.740000","83.500000","1.921009","-0.053916","0.388895","-0.053916","0.112351","0.133416","0.924931","2.175329","163.426749","26.380024","123.879203","27.806242","21.175877","12.233406","108.194533","112.019719","84.758588","6.576608","86.667807","93.584497","79.523953","91.754127","51.015348","38.655874"
"JPM PRJ","JPM","","11.5","10/29/2024","","","0.300000","4.75%","23.740000","19.380000","c475","19.780000","0.400000","-3.960000","20.400000","21.540000","-3.060000","-8.170000","19.360000","24.070000","19.020000","24.850000","40.000000","19.610000","265.140000","190.900000","280.250000","238.360000","233.930000","90.770000","280.250000","736.320000","11.5","137.740000","83.500000","1.921009","-0.053916","0.388895","-0.053916","0.112351","0.133416","0.924931","2.175329","163.426749","26.380024","123.879203","27.806242","21.175877","12.233406","108.194533","112.019719","84.758588","6.576608","86.667807","93.584497","79.523953","91.754127","51.015348","38.655874"
"JPM PRK","JPM","","11.5","10/29/2024","","","0.280000","4.55%","21.650000","18.670000","c450","18.770000","0.100000","-2.880000","19.490000","20.570000","-3.690000","-8.770000","18.490000","23.030000","18.320000","23.040000","40.000000","18.610000","265.140000","190.900000","280.250000","238.360000","233.930000","90.770000","280.250000","736.320000","11.5","137.740000","83.500000","1.921009","-0.053916","0.388895","-0.053916","0.112351","0.133416","0.924931","2.175329","163.426749","26.380024","123.879203","27.806242","21.175877","12.233406","108.194533","112.019719","84.758588","6.576608","86.667807","93.584497","79.523953","91.754127","51.015348","38.655874"
"JPM PRL","JPM","","11.5","10/29/2024","","","0.290000","4.63%","21.620000","18.940000","c450","19.130000","0.190000","-2.490000","19.820000","20.930000","-3.480000","-8.610000","18.880000","23.440000","18.710000","23.440000","40.000000","18.970000","265.140000","190.900000","280.250000","238.360000","233.930000","90.770000","280.250000","736.320000","11.5","137.740000","83.500000","1.921009","-0.053916","0.388895","-0.053916","0.112351","0.133416","0.924931","2.175329","163.426749","26.380024","123.879203","27.806242","21.175877","12.233406","108.194533","112.019719","84.758588","6.576608","86.667807","93.584497","79.523953","91.754127","51.015348","38.655874"
"JPM PRM","JPM","","11.5","10/29/2024","","","0.260000","4.20%","20.700000","17.170000","c425","17.610000","0.440000","-3.090000","18.210000","19.190000","-3.300000","-8.250000","17.250000","21.680000","16.960000","21.680000","40.000000","17.470000","265.140000","190.900000","280.250000","238.360000","233.930000","90.770000","280.250000","736.320000","11.5","137.740000","83.500000","1.921009","-0.053916","0.388895","-0.053916","0.112351","0.133416","0.924931","2.175329","163.426749","26.380024","123.879203","27.806242","21.175877","12.233406","108.194533","112.019719","84.758588","6.576608","86.667807","93.584497","79.523953","91.754127","51.015348","38.655874"
"JSM","NAVI","BB","7.5","12/13/2024","","","0.380000","6.00%","23.500000","16.700000","c600","18.200000","1.500000","-5.300000","18.460000","19.280000","-1.390000","-5.620000","16.510000","21.100000","16.060000","21.820000","85.000000","18.180000","13.210000","10.530000","16.970000","14.530000","13.410000","6.380000","23.800000","1.340000","7.5","14.080000","6.000000","1.070533","-0.444958","0.254511","-0.221567","-0.090847","-0.014914","-0.061790","1.201667","148.887489","315.751482","113.531666","13.292502","12.740746","7.360668","39.918935","70.004869","77.307006","67.748319","79.512039","45.259112","48.244973","55.605478","19.453423","24.532415"
"KEY PRJ","KEY","","10.5","11/27/2024","","","0.350000","5.65%","25.360000","16.170000","c550","21.120000","4.950000","-4.240000","21.470000","21.870000","-1.630000","-3.420000","19.970000","24.180000","15.190000","24.180000","69.000000","21.040000","15.710000","12.720000","20.040000","17.800000","15.800000","8.530000","27.170000","17.150000","10.5","19.520000","9.190000","0.841735","-0.421789","0.235063","-0.216068","-0.117416","-0.005696","-0.195184","0.709467","142.924150","330.236444","111.604264","13.607193","11.637806","7.663486","30.688767","48.765785","74.250708","70.810369","78.179157","46.306919","44.155074","57.851950","15.186570","17.392813"
"KEY PRK","KEY","","10.5","11/27/2024","","","0.350000","5.63%","26.170000","16.050000","c550","20.880000","4.830000","-5.290000","21.290000","21.860000","-1.910000","-4.490000","19.760000","24.430000","14.990000","24.430000","69.000000","20.800000","15.710000","12.720000","20.040000","17.800000","15.800000","8.530000","27.170000","17.150000","10.5","19.520000","9.190000","0.841735","-0.421789","0.235063","-0.216068","-0.117416","-0.005696","-0.195184","0.709467","142.924150","330.236444","111.604264","13.607193","11.637806","7.663486","30.688767","48.765785","74.250708","70.810369","78.179157","46.306919","44.155074","57.851950","15.186570","17.392813"
"KIM PRL","KIM","","11.5","12/27/2024","","","0.320000","5.13%","25.420000","19.200000","c500","19.510000","0.310000","-5.910000","20.390000","21.390000","-4.310000","-8.800000","19.390000","24.180000","18.810000","24.180000","9.000000","19.220000","20.830000","17.930000","25.830000","24.300000","20.740000","10.030000","26.570000","14.090000","11.5","19.700000","10.630000","1.076770","-0.216033","0.161740","-0.193573","-0.142798","0.004339","0.057360","0.959548","149.031692","458.870857","102.609935","13.107024","10.584124","7.993163","48.163466","59.557143","77.380912","98.003055","71.959192","44.641541","40.247830","60.297675","23.264642","21.020371"
"KIM PRM","KIM","","11.5","12/27/2024","","","0.330000","5.25%","25.400000","19.830000","c525","19.870000","0.040000","-5.530000","20.780000","21.920000","-4.380000","-9.370000","19.710000","25.160000","19.710000","25.160000","9.000000","19.570000","20.830000","17.930000","25.830000","24.300000","20.740000","10.030000","26.570000","14.090000","11.5","19.700000","10.630000","1.076770","-0.216033","0.161740","-0.193573","-0.142798","0.004339","0.057360","0.959548","149.031692","458.870857","102.609935","13.107024","10.584124","7.993163","48.163466","59.557143","77.380912","98.003055","71.959192","44.641541","40.247830","60.297675","23.264642","21.020371"
"KREF PRA","KREF","","NR","11/27/2024","4/16/2026","","0.410000","6.50%","23.370000","16.180000","c650","19.390000","3.210000","-3.980000","19.330000","19.910000","0.290000","-2.620000","17.980000","22.200000","15.810000","23.660000","69.000000","19.290000","9.190000","8.280000","12.950000","10.850000","11.110000","8.280000","23.420000","0.625030","NR","21.110000","9.940000","0.109903","-0.607600","0.109903","-0.290347","-0.152995","-0.172817","-0.564661","-0.075453","3.807648","214.070640","3.807648","9.356857","10.160825","2.173457","6.403775","14.895455","2.951475","46.253486","3.633153","32.154871","38.678161","17.123896","3.960288","6.007166"
"MBINN","MBIN","","NR","12/13/2024","","","0.380000","6.00%","24.230000","16.500000","c600","19.770000","3.270000","-4.460000","20.510000","21.420000","-3.590000","-7.690000","18.310000","24.340000","16.310000","24.340000","85.000000","19.750000","31.270000","27.250000","53.270000","37.350000","38.280000","9.890000","53.270000","1.430000","NR","14.230000","9.490000","2.161780","-0.412990","0.147523","-0.412990","-0.162784","-0.183124","1.197470","2.295047","166.367809","335.736977","5.207747","2.339135","9.754461","1.834863","127.052725","117.185715","86.265925","71.973155","4.601382","8.788453","37.171291","14.612024","59.732970","40.392444"
"MET PRE","MET","","12","11/27/2024","","","0.350000","5.63%","26.500000","21.220000","c550","23.500000","2.280000","-3.000000","23.690000","24.180000","-0.810000","-2.830000","22.660000","25.190000","21.030000","25.230000","69.000000","23.420000","77.350000","65.210000","89.050000","81.250000","82.160000","34.820000","89.050000","51.920000","12","51.880000","24.380000","1.221424","-0.131387","0.186168","-0.131387","-0.048000","-0.058544","0.490941","2.172683","152.162252","450.375247","105.978811","16.238380","14.519389","5.927394","78.164809","111.905506","78.985370","96.207124","74.288914","55.067798","54.840502","44.972663","37.133435","38.617481"
"MET PRF","MET","","12","11/27/2024","","","0.300000","4.75%","24.560000","18.500000","c475","19.330000","0.830000","-5.230000","20.010000","20.890000","-3.400000","-7.460000","19.000000","23.210000","18.330000","23.210000","69.000000","19.260000","77.350000","65.210000","89.050000","81.250000","82.160000","34.820000","89.050000","51.920000","12","51.880000","24.380000","1.221424","-0.131387","0.186168","-0.131387","-0.048000","-0.058544","0.490941","2.172683","152.162252","450.375247","105.978811","16.238380","14.519389","5.927394","78.164809","111.905506","78.985370","96.207124","74.288914","55.067798","54.840502","44.972663","37.133435","38.617481"
"MFA PRB","MFA","","NR","11/27/2024","4/15/2018","","0.470000","7.50%","21.920000","18.340000","c750","20.360000","2.020000","-1.560000","21.150000","21.580000","-3.730000","-5.650000","18.270000","23.670000","17.010000","23.670000","69.000000","20.250000","9.660000","7.850000","13.450000","10.730000","10.910000","7.150000","19.600000","0.988550","NR","","","0.351049","-0.507143","0.230573","-0.281784","-0.099720","-0.114574","","","121.371203","276.874707","111.137382","9.846844","12.372374","4.086791","","","63.204509","59.529959","77.856288","33.786347","46.878982","31.318061","",""
"MGR","AMG","BB","12","12/27/2024","","","0.370000","5.88%","26.290000","19.600000","c575","20.390000","0.790000","-5.900000","21.310000","22.700000","-4.330000","-10.170000","19.910000","25.150000","19.430000","25.170000","9.000000","20.060000","182.010000","139.220000","199.520000","186.670000","165.140000","62.190000","199.520000","5.170000","12","82.300000","48.770000","1.926676","-0.087761","0.307355","-0.087761","-0.024964","0.102156","1.211543","2.732007","163.500103","27.208929","118.123318","29.419340","15.475666","11.206488","128.026499","136.041123","84.796183","6.751834","82.687364","98.955517","58.386546","84.135888","60.183118","46.730765"
"MGRB","AMG","BB","12","12/27/2024","","","0.300000","4.75%","22.010000","16.090000","c475","16.740000","0.650000","-5.270000","17.440000","18.750000","-4.010000","-10.700000","16.130000","21.000000","15.830000","21.000000","9.000000","16.470000","182.010000","139.220000","199.520000","186.670000","165.140000","62.190000","199.520000","5.170000","12","82.300000","48.770000","1.926676","-0.087761","0.307355","-0.087761","-0.024964","0.102156","1.211543","2.732007","163.500103","27.208929","118.123318","29.419340","15.475666","11.206488","128.026499","136.041123","84.796183","6.751834","82.687364","98.955517","58.386546","84.135888","60.183118","46.730765"
"MGRD","AMG","BB","12","12/27/2024","","","0.260000","4.20%","19.500000","15.180000","c425","15.040000","-0.140000","-4.460000","15.580000","16.590000","-3.480000","-9.360000","14.610000","18.370000","14.610000","18.370000","9.000000","14.810000","182.010000","139.220000","199.520000","186.670000","165.140000","62.190000","199.520000","5.170000","12","82.300000","48.770000","1.926676","-0.087761","0.307355","-0.087761","-0.024964","0.102156","1.211543","2.732007","163.500103","27.208929","118.123318","29.419340","15.475666","11.206488","128.026499","136.041123","84.796183","6.751834","82.687364","98.955517","58.386546","84.135888","60.183118","46.730765"
"MS PRK","MS","","11","12/27/2024","","","0.370000","5.85%","26.380000","21.400000","c575","23.140000","1.740000","-3.240000","23.700000","24.480000","-2.350000","-5.470000","22.520000","25.760000","21.160000","26.000000","9.000000","22.810000","129.800000","90.940000","142.030000","127.740000","117.960000","44.600000","142.030000","207.740000","11","55.350000","29.670000","1.910314","-0.086109","0.427315","-0.086109","0.016127","0.100373","1.345077","3.374789","163.287723","27.169099","126.191413","29.342970","17.181407","11.147924","137.266285","163.778027","84.687336","6.743415","88.266799","98.701232","64.711739","83.701427","64.454417","56.054635"
"MS PRL","MS","","11","12/27/2024","","","0.300000","4.88%","24.000000","18.320000","c475","19.530000","1.210000","-4.470000","20.270000","21.810000","-3.670000","-10.450000","19.260000","24.320000","18.150000","24.490000","9.000000","19.260000","129.800000","90.940000","142.030000","127.740000","117.960000","44.600000","142.030000","207.740000","11","55.350000","29.670000","1.910314","-0.086109","0.427315","-0.086109","0.016127","0.100373","1.345077","3.374789","163.287723","27.169099","126.191413","29.342970","17.181407","11.147924","137.266285","163.778027","84.687336","6.743415","88.266799","98.701232","64.711739","83.701427","64.454417","56.054635"
"MS PRO","MS","","11","12/27/2024","","","0.270000","4.25%","20.770000","15.900000","c425","17.010000","1.110000","-3.760000","17.800000","18.830000","-4.430000","-9.650000","16.770000","21.470000","15.700000","21.470000","9.000000","16.770000","129.800000","90.940000","142.030000","127.740000","117.960000","44.600000","142.030000","207.740000","11","55.350000","29.670000","1.910314","-0.086109","0.427315","-0.086109","0.016127","0.100373","1.345077","3.374789","163.287723","27.169099","126.191413","29.342970","17.181407","11.147924","137.266285","163.778027","84.687336","6.743415","88.266799","98.701232","64.711739","83.701427","64.454417","56.054635"
"NCV PRA","NCV","","NR","12/5/2024","","","0.350000","5.63%","24.280000","20.920000","c550","21.550000","0.630000","-2.730000","21.810000","22.030000","-1.180000","-2.180000","20.720000","23.640000","20.600000","23.640000","77.000000","21.500000","13.560000","11.510000","14.920000","","13.070000","11.360000","25.640000","0.306370","NR","","","0.193662","-0.471139","0.178106","-0.091153","","0.037490","","","106.927511","299.383716","104.916392","29.575425","","9.082193","","","55.801906","64.288253","73.554206","99.475222","","68.376701","",""
"NCZ PRA","NCZ","","NR","12/5/2024","","","0.340000","5.50%","24.280000","20.500000","c550","20.730000","0.230000","-3.550000","21.010000","21.050000","-1.340000","-1.530000","19.920000","22.380000","19.920000","22.380000","77.000000","20.680000","12.180000","10.230000","13.440000","","11.710000","10.000000","22.040000","0.231680","NR","","","0.218000","-0.447368","0.190616","-0.093750","","0.040137","","","109.781482","314.244523","106.546229","29.694274","","9.169123","","","57.264608","67.429755","74.681308","99.870946","","69.021590","",""
"NEE PRN","NEE","BB","12","11/27/2024","","","0.350000","5.65%","26.150000","22.130000","c550","22.030000","-0.100000","-4.120000","22.960000","24.060000","-4.030000","-8.450000","21.970000","25.550000","21.920000","25.620000","69.000000","21.950000","74.780000","61.720000","86.100000","72.270000","72.110000","47.140000","93.730000","153.940000","12","67.940000","47.940000","0.586339","-0.202176","0.211601","-0.131475","0.034731","0.037027","0.100677","0.559866","133.982139","467.533769","109.062080","16.233941","17.953710","9.066962","51.160738","42.310331","69.667797","99.834352","76.421128","55.053016","67.575580","68.263702","24.650198","15.222786"
"NRUC","-","BB","13","11/1/2024","","","0.340000","5.50%","25.220000","21.750000","c550","23.700000","1.950000","-1.520000","23.500000","24.130000","0.870000","-1.790000","22.380000","25.750000","21.640000","25.750000","43.000000","23.520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSA PRA","NSA","","NR","12/13/2024","","","0.380000","6.00%","25.300000","20.650000","c600","22.750000","2.100000","-2.550000","22.400000","22.850000","1.540000","-0.460000","21.120000","25.200000","20.160000","25.200000","85.000000","22.730000","32.980000","30.880000","49.440000","41.150000","37.260000","26.710000","70.040000","2.520000","NR","35.960000","23.980000","0.234744","-0.529126","0.068005","-0.332929","-0.198542","-0.114868","-0.082870","0.375313","111.571340","263.131140","2.248308","6.920322","8.270099","4.077110","38.460311","34.346590","58.181937","56.624636","2.554802","24.042110","31.667010","31.246240","18.779141","12.545743"
"NTRSO","NTRS","","13","12/13/2024","","","0.290000","4.70%","24.850000","18.300000","c475","18.910000","0.610000","-5.940000","19.860000","20.920000","-4.790000","-9.610000","18.810000","24.290000","18.100000","24.290000","85.000000","18.890000","107.750000","80.450000","114.670000","104.710000","98.680000","62.430000","135.150000","20.960000","13","101.060000","64.560000","0.725933","-0.202738","0.339341","-0.060347","0.029033","0.091913","0.066198","0.668990","139.259599","467.182896","120.541473","28.120870","17.717163","10.870016","48.774999","47.019160","72.372572","99.760179","84.359623","94.632093","66.698418","81.639753","23.547336","16.805678"
"NYMTZ","NYMT","","NR","1/2/2025","","","0.440000","7.00%","19.780000","16.600000","c700","18.800000","2.200000","-0.980000","18.590000","19.360000","1.110000","-2.870000","16.750000","21.650000","15.310000","21.750000","15.000000","18.430000","6.850000","5.010000","7.270000","6.370000","6.810000","2.400000","19.740000","0.618540","NR","","","1.854167","-0.652989","0.367265","-0.057772","0.075353","0.005874","","","162.544915","185.694624","122.476798","27.995345","19.640024","8.043565","","","84.306636","40.254935","85.697983","94.214140","73.828733","60.671584","",""
"OPP PRA","OPP","","16","11/1/2024","","","0.270000","4.38%","20.870000","16.980000","c425","17.370000","0.390000","-3.500000","18.040000","18.600000","-3.740000","-6.610000","16.540000","19.950000","16.540000","20.210000","43.000000","17.230000","8.330000","7.910000","9.300000","8.320000","8.590000","7.260000","16.360000","0.198430","16","17.000000","12.710000","0.147383","-0.490831","0.053097","-0.104301","0.001202","-0.030268","-0.510000","-0.344611","5.202536","287.072378","1.693478","17.602265","16.561858","6.856296","11.131597","4.101167","3.666376","61.685697","2.171113","59.609030","62.414341","51.863768","6.145830","2.378624"
"OPP PRB","OPP","","16","11/1/2024","2/15/2027","","0.300000","4.75%","21.430000","18.700000","c475","18.570000","-0.130000","-2.860000","19.610000","20.020000","-5.280000","-7.240000","18.340000","21.590000","18.310000","22.310000","43.000000","18.410000","8.330000","7.910000","9.300000","8.320000","8.590000","7.260000","16.360000","0.198430","16","17.000000","12.710000","0.147383","-0.490831","0.053097","-0.104301","0.001202","-0.030268","-0.510000","-0.344611","5.202536","287.072378","1.693478","17.602265","16.561858","6.856296","11.131597","4.101167","3.666376","61.685697","2.171113","59.609030","62.414341","51.863768","6.145830","2.378624"
